Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Ryan Wootten,Gettysburg,Centennial,P,Sr.,23.0,112.0,3.98,148.0,6.54,14.7,8.2,0.69
Zach Coluccio,Rowan,NJAC,P,Sr.,70.0,310.0,3.83,154.0,10.6,18.7,8.1,1.44
Mark Grubb,Rowan,NJAC,P,Jr.,19.0,85.0,4.51,130.0,7.41,16.7,9.3,1.82
Austin Kreyehagen,Rowan,NJAC,P,So.,49.1,205.0,3.59,164.0,9.29,19.2,9.9,0.75
Jack Norton,Rowan,NJAC,P,Sr.,13.0,66.0,4.88,120.0,6.56,16.7,10.1,2.12
Christian Rice,Rowan,NJAC,P,Sr.,21.1,106.0,4.64,127.0,7.52,18.7,11.2,1.71
Charlie Russell,Rowan,NJAC,P,Sr.,17.4,82.0,4.26,138.0,5.87,14.4,8.5,1.06
Ian Bast,Greensboro,USA South,P,Jr.,40.5,193.0,4.16,141.0,6.45,18.9,12.4,0.8
Garrett Brust,Greensboro,USA South,P,Jr.,13.1,64.0,4.19,140.0,7.75,18.7,11.0,1.06
Stephen Dunlow,Greensboro,USA South,P,Sr.,29.0,140.0,3.85,153.0,9.35,20.4,11.0,0.88
Isaiah Faudoa,Greensboro,USA South,P,Sr.,57.1,264.0,5.01,117.0,5.75,14.7,9.0,2.61
Michael Richards,Greensboro,USA South,P,Sr.,54.1,254.0,4.5,131.0,5.18,14.0,8.8,1.58
Ajay Griffin,Grinnell,MWC,P,Jr.,19.8,106.0,4.71,125.0,4.34,16.1,11.7,1.24
Jackson Gutta,Grinnell,MWC,P,Jr.,26.9,135.0,4.92,120.0,9.06,18.8,9.8,2.37
Jakob Runkel,Grinnell,MWC,P,Sr.,43.7,208.0,3.71,158.0,13.11,23.1,10.0,1.36
Daniel Shaul,Grinnell,MWC,P,Sr.,21.2,107.0,4.84,121.0,5.2,17.3,12.1,1.68
Jack Houston,Grove City,PAC,P,Jr.,19.6,98.0,5.22,113.0,4.13,14.8,10.6,1.84
Dash Lanzilotta,Grove City,PAC,P,So.,58.0,274.0,4.12,143.0,7.82,18.3,10.5,1.06
Kenny Lavrich,Grove City,PAC,P,Sr.,34.2,171.0,4.09,144.0,6.03,17.0,10.9,0.56
Bryce Trischler,Grove City,PAC,P,Jr.,76.0,322.0,4.49,131.0,8.18,16.9,8.7,2.18
Corey Veverka,Grove City,PAC,P,So.,13.2,65.0,5.23,112.0,7.06,16.6,9.6,2.65
Sam Thomas,Gustavus Adolphus,MIAC,P,Jr.,20.2,92.0,5.19,113.0,6.56,16.1,9.5,2.87
Jacob Weckop,Gustavus Adolphus,MIAC,P,Sr.,13.1,73.0,4.26,138.0,6.95,16.9,9.9,0.88
Mark Kovach,Hamilton,NESCAC,P,So.,14.1,74.0,4.22,139.0,7.33,17.8,10.5,1.11
Colin McMahon,Hamilton,NESCAC,P,So.,13.2,74.0,4.91,120.0,5.29,16.1,10.8,1.47
Ethan Righter,Hamilton,NESCAC,P,Jr.,22.9,113.0,4.73,124.0,3.31,16.0,12.7,1.15
Liam Rose,Hamilton,NESCAC,P,Sr.,29.3,144.0,4.82,122.0,6.88,16.9,10.0,2.38
Aden Soroca,Hamilton,NESCAC,P,Jr.,38.1,183.0,4.38,134.0,5.88,17.4,11.5,1.28
TJ Takis,Hamilton,NESCAC,P,Sr.,16.1,85.0,4.43,133.0,5.59,18.7,13.1,0.82
Bentley Casey,Hamline,MIAC,P,So.,14.1,73.0,4.71,125.0,7.41,17.2,9.8,1.84
Hans Christensen V,Hamline,MIAC,P,Jr.,38.2,197.0,4.12,143.0,8.96,18.2,9.2,1.5
Carter Hoff,Hamline,MIAC,P,Sr.,13.0,83.0,4.94,119.0,6.83,17.2,10.4,1.38
Sabastian Teague,Hamline,MIAC,P,So.,20.2,102.0,4.65,126.0,6.45,16.6,10.1,1.67
Teagan Yotter,Hamline,MIAC,P,So.,27.2,145.0,4.09,144.0,8.35,18.6,10.2,0.88
Sterling Austin,Hampden-Sydney,ODAC,P,Sr.,51.1,233.0,3.99,147.0,7.48,15.9,8.5,1.16
Adam Emhoff,Hampden-Sydney,ODAC,P,Jr.,18.0,103.0,5.19,113.0,4.58,16.5,11.9,1.43
Alex Fitz-Hugh,Hampden-Sydney,ODAC,P,Sr.,33.4,147.0,4.32,136.0,9.92,20.8,10.9,1.83
Jase Howell,Hampden-Sydney,ODAC,P,Jr.,12.0,62.0,4.47,132.0,7.56,16.7,9.1,1.55
Noah Lewis,Hampden-Sydney,ODAC,P,So.,51.2,237.0,4.01,147.0,12.14,22.2,10.0,1.84
Jake Moore,Hampden-Sydney,ODAC,P,Jr.,16.7,83.0,5.4,109.0,2.81,14.5,11.7,2.09
Brady Wilson,Hampden-Sydney,ODAC,P,So.,16.0,92.0,5.04,117.0,7.33,17.1,9.8,2.07
Jack Wilson,Hampden-Sydney,ODAC,P,Sr.,16.1,83.0,4.6,128.0,7.46,17.2,9.8,1.78
Brady Bennett,Hardin-Simmons,ASC,P,So.,18.1,98.0,5.53,106.0,4.81,16.5,11.7,2.36
Bradley Fletcher,Hardin-Simmons,ASC,P,Jr.,26.2,129.0,4.58,128.0,5.08,14.5,9.5,1.53
Guy George,Hardin-Simmons,ASC,P,Jr.,15.6,72.0,4.85,121.0,5.31,14.9,9.6,2.17
Jack Kimsey,Hardin-Simmons,ASC,P,So.,39.1,185.0,4.9,120.0,6.45,15.9,9.5,2.35
Jace Martinez,Hardin-Simmons,ASC,P,Jr.,33.4,166.0,5.5,107.0,4.77,14.3,9.5,2.86
David Bertz,Haverford,Centennial,P,So.,35.2,177.0,4.94,119.0,9.32,19.8,10.5,2.4
Sam Cohen,Haverford,Centennial,P,Sr.,47.3,223.0,4.12,143.0,8.9,19.0,10.1,1.36
Jack Couture,Haverford,Centennial,P,So.,34.0,177.0,5.59,105.0,7.85,17.9,10.0,3.19
Drew Doyle,Haverford,Centennial,P,Sr.,29.3,138.0,3.89,151.0,8.1,18.9,10.8,0.9
Thomas Ferguson,Haverford,Centennial,P,So.,10.0,56.0,4.89,120.0,6.23,17.4,11.1,1.58
Ethan Goldstein,Haverford,Centennial,P,Sr.,17.4,90.0,5.42,108.0,4.7,17.8,13.1,2.09
Alex Jenkinson,Haverford,Centennial,P,Jr.,24.3,117.0,5.17,114.0,8.2,16.8,8.6,2.98
Colin Lewis,Haverford,Centennial,P,Sr.,24.7,137.0,5.45,108.0,4.44,20.0,15.6,1.3
Adam Naegelen,Haverford,Centennial,P,Jr.,14.3,81.0,5.48,107.0,5.82,17.6,11.8,2.02
Henry Mates,Heidelberg,OAC,P,Jr.,23.2,121.0,5.36,110.0,6.83,18.0,11.1,2.69
Jameson Olesen,Heidelberg,OAC,P,So.,10.2,57.0,4.98,118.0,6.67,16.9,10.2,1.96
Justin Wilkins,Heidelberg,OAC,P,Jr.,18.0,94.0,4.25,138.0,5.71,15.2,9.5,0.93
Jormy Polo,Lehman,CUNYAC,P,So.,16.0,100.0,5.5,107.0,4.62,16.5,11.8,1.68
Nicolas Chernitsky,Hiram,PAC,P,Jr.,48.8,241.0,4.82,122.0,4.98,16.3,11.3,1.9
Andrew Fawver,Hiram,PAC,P,So.,14.1,78.0,4.76,124.0,7.07,16.6,9.5,1.81
Cody Horvath,Hiram,PAC,P,Sr.,11.2,56.0,4.33,136.0,8.13,17.2,9.1,1.55
Nathan Johnson,Hiram,PAC,P,Jr.,16.9,92.0,4.46,132.0,7.84,17.8,9.9,1.52
Braeden Kinnaird,Hiram,PAC,P,So.,10.0,50.0,4.47,132.0,7.62,17.6,10.0,1.61
Nick Licursi,Hiram,PAC,P,Jr.,11.1,59.0,4.35,135.0,6.75,16.8,10.0,1.09
Thomas Bacigalupo,Hope,Michigan Intercol. Ath. Assn.,P,Jr.,25.7,131.0,4.4,134.0,6.91,18.6,11.7,0.96
Nic Bender,Hope,Michigan Intercol. Ath. Assn.,P,Sr.,24.0,120.0,5.73,103.0,4.61,15.5,10.9,2.96
Collin Genuise,Hope,Michigan Intercol. Ath. Assn.,P,Sr.,23.2,132.0,5.15,114.0,4.71,18.2,13.5,1.55
Steve Jorgens,Hope,Michigan Intercol. Ath. Assn.,P,So.,20.0,105.0,4.22,139.0,7.96,18.9,10.9,1.0
Josiah Long,Hope,Michigan Intercol. Ath. Assn.,P,So.,29.2,146.0,4.71,125.0,7.37,16.3,9.0,2.03
Aaron Pryce,Hope,Michigan Intercol. Ath. Assn.,P,So.,16.1,75.0,4.2,140.0,7.97,17.5,9.6,1.47
Ian Sanders,Hope,Michigan Intercol. Ath. Assn.,P,Sr.,30.9,146.0,4.33,136.0,7.12,16.6,9.5,1.24
Logan Vowell,Hope,Michigan Intercol. Ath. Assn.,P,So.,16.1,95.0,4.61,128.0,5.83,16.4,10.6,1.03
Nathan Buehrer,Benedictine (IL),NACC,P,Jr.,14.4,80.0,5.26,112.0,6.5,16.3,9.8,2.29
Steven Byrne,Benedictine (IL),NACC,P,Sr.,29.0,125.0,3.99,147.0,8.08,18.8,10.7,1.12
Jack Hayden,Benedictine (IL),NACC,P,Sr.,14.2,77.0,5.09,116.0,6.39,16.7,10.3,1.99
CJ Jensik,Benedictine (IL),NACC,P,Sr.,30.6,165.0,5.29,111.0,7.38,18.4,11.0,1.78
Conner Kendall,Benedictine (IL),NACC,P,Jr.,60.3,279.0,4.21,140.0,9.02,18.2,9.2,1.65
Nicholas Rayyan,Benedictine (IL),NACC,P,So.,26.0,126.0,4.57,129.0,5.83,16.2,10.4,1.54
Anthony Sexton,Benedictine (IL),NACC,P,So.,12.2,66.0,5.36,110.0,5.37,16.2,10.8,2.27
Connor Akstulewicz,Illinois Col.,MWC,P,Jr.,29.2,129.0,4.35,135.0,8.95,17.5,8.5,1.89
Anthony Buonaura,Illinois Col.,MWC,P,Jr.,19.0,103.0,4.94,119.0,4.22,19.9,15.7,1.22
Dawson Vernier,Illinois Col.,MWC,P,So.,47.2,219.0,4.3,137.0,6.3,16.0,9.7,1.2
Cole Benson,Ill. Wesleyan,CCIW,P,So.,38.0,171.0,3.98,148.0,7.55,17.4,9.8,1.09
Luke Costello,Ill. Wesleyan,CCIW,P,Sr.,26.7,129.0,4.42,133.0,9.12,17.6,8.5,1.85
Will Davidsmeier,Ill. Wesleyan,CCIW,P,Sr.,51.9,234.0,4.03,146.0,7.53,19.4,11.8,0.78
Jack Flagg,Ill. Wesleyan,CCIW,P,Sr.,12.0,51.0,4.1,143.0,5.93,15.7,9.7,1.01
Michael Gurgone,Ill. Wesleyan,CCIW,P,So.,10.2,56.0,5.08,116.0,6.85,17.8,11.0,1.97
Caleb Martinez,Ill. Wesleyan,CCIW,P,Jr.,17.0,92.0,4.97,118.0,5.63,16.2,10.6,1.77
Jack Novak,Ill. Wesleyan,CCIW,P,Jr.,44.2,202.0,4.53,130.0,7.1,16.5,9.4,1.83
Jake Pullam,Ill. Wesleyan,CCIW,P,Sr.,39.9,184.0,4.34,135.0,9.53,19.7,10.2,1.19
Cole Shamhart,Ill. Wesleyan,CCIW,P,Sr.,53.8,253.0,3.7,159.0,8.8,17.6,8.8,0.99
Nolan Turner,Ill. Wesleyan,CCIW,P,Jr.,23.0,114.0,4.93,119.0,8.6,18.5,9.9,2.51
Nathan Waterman,Ill. Wesleyan,CCIW,P,Sr.,23.5,105.0,4.27,138.0,8.6,16.4,7.8,1.8
Stephen Devanney,Immaculata,Atlantic East,P,So.,40.2,178.0,4.3,137.0,6.6,16.5,9.9,1.33
Brian Dino,Immaculata,Atlantic East,P,Sr.,23.0,108.0,5.32,111.0,7.96,18.8,10.8,3.07
John Fitzpatrick,Immaculata,Atlantic East,P,Jr.,20.1,128.0,5.79,102.0,7.17,16.4,9.3,2.62
Aidan Jackson,Immaculata,Atlantic East,P,Sr.,36.3,190.0,4.77,123.0,2.28,13.4,11.1,0.9
Alex LePage,Immaculata,Atlantic East,P,Jr.,64.4,294.0,3.7,159.0,11.39,19.8,8.4,1.05
Jordan Silvestri,Immaculata,Atlantic East,P,Jr.,49.8,223.0,4.33,136.0,8.33,15.8,7.5,2.01
Cooper Albert,Ithaca,Liberty League,P,Jr.,11.2,57.0,4.69,125.0,6.9,17.8,10.9,1.58
Reed Bailey,Ithaca,Liberty League,P,Sr.,28.0,128.0,4.24,139.0,7.26,17.5,10.3,1.1
Jack Colyer,Ithaca,Liberty League,P,Sr.,33.3,157.0,3.88,152.0,6.9,17.7,10.8,0.69
Danny Drotos,Ithaca,Liberty League,P,Jr.,33.3,155.0,4.44,132.0,7.97,17.4,9.4,1.73
Trevor Greene,Ithaca,Liberty League,P,Jr.,12.0,67.0,5.11,115.0,4.7,16.7,12.0,1.51
E. Murley,Ithaca,Liberty League,P,So.,40.2,187.0,4.02,146.0,6.99,17.8,10.8,0.78
Jack Picozzi,Ithaca,Liberty League,P,Jr.,55.1,264.0,3.96,148.0,10.76,20.8,10.0,0.97
Ricky Del Rio,New Jersey City,NJAC,P,Jr.,19.9,107.0,5.31,111.0,4.16,15.0,10.9,1.87
C. Elam,New Jersey City,NJAC,P,So.,26.2,137.0,4.45,132.0,6.45,16.8,10.4,1.2
Phil Kramer,New Jersey City,NJAC,P,So.,57.1,265.0,4.74,124.0,7.39,16.3,8.9,2.16
Yannid Narvaez,New Jersey City,NJAC,P,Jr.,20.8,120.0,6.14,96.0,3.16,14.8,11.7,2.66
Danny Olear,New Jersey City,NJAC,P,Jr.,20.9,108.0,4.5,131.0,5.36,16.8,11.4,1.18
Dom Yarson,New Jersey City,NJAC,P,Sr.,58.4,274.0,4.4,134.0,8.58,16.3,7.8,1.98
Kiayuan Baskerville,John Carroll,NCAC,P,Jr.,28.3,130.0,4.78,123.0,6.68,16.8,10.1,2.03
Jake Corll,John Carroll,NCAC,P,Sr.,41.4,188.0,4.06,145.0,5.58,15.1,9.6,0.64
CJ Desmond,John Carroll,NCAC,P,So.,14.0,62.0,4.86,121.0,6.72,16.5,9.8,2.3
Frank Freeman,John Carroll,NCAC,P,Sr.,43.5,201.0,4.83,122.0,9.19,18.0,8.8,2.49
Kevin Holland,John Carroll,NCAC,P,Jr.,10.2,48.0,4.09,144.0,7.39,17.0,9.6,1.15
Austin Miller,John Carroll,NCAC,P,Sr.,31.8,162.0,5.56,106.0,5.43,14.8,9.4,2.91
Jay Rinehart,John Carroll,NCAC,P,Sr.,14.1,68.0,4.31,136.0,7.5,16.8,9.3,1.5
Roger Simon,John Carroll,NCAC,P,Sr.,28.8,122.0,3.97,148.0,7.01,19.2,12.1,0.84
Sean Jost,John Jay,CUNYAC,P,Sr.,48.0,237.0,4.67,126.0,5.97,15.4,9.4,1.68
Michael Luongo,John Jay,CUNYAC,P,Sr.,21.5,122.0,5.34,110.0,4.22,16.8,12.6,1.49
Danny Opramolla,John Jay,CUNYAC,P,So.,30.2,159.0,5.15,114.0,4.67,14.5,9.9,1.96
Julio Reyes,John Jay,CUNYAC,P,Jr.,15.0,87.0,4.82,122.0,3.66,16.4,12.7,0.96
Sebastian Sanchez,John Jay,CUNYAC,P,So.,21.2,111.0,4.39,134.0,5.4,15.7,10.3,0.98
Ryan Anderson,Johns Hopkins,Centennial,P,Sr.,26.6,126.0,5.48,107.0,9.67,19.7,10.1,3.53
William Boneno,Johns Hopkins,Centennial,P,Sr.,25.2,114.0,4.04,146.0,9.8,20.9,11.1,1.3
Thomas Cancian,Johns Hopkins,Centennial,P,Sr.,14.9,62.0,4.27,138.0,8.23,18.2,10.0,1.56
Kieren Collins,Johns Hopkins,Centennial,P,Sr.,77.3,329.0,4.19,140.0,9.31,17.1,7.8,1.92
Cole Jefferson,Johns Hopkins,Centennial,P,Sr.,20.6,93.0,4.31,136.0,9.07,18.6,9.5,1.7
Nicolas Jos,Johns Hopkins,Centennial,P,Sr.,12.5,58.0,3.94,149.0,9.86,19.5,9.7,1.24
Grant Meert,Johns Hopkins,Centennial,P,Jr.,18.6,83.0,3.9,151.0,14.27,23.5,9.3,1.83
Charles Monterrosa,Johns Hopkins,Centennial,P,Sr.,38.4,166.0,4.31,136.0,12.37,19.6,7.2,2.71
Connor Blough,Juniata,Landmark,P,Jr.,18.5,87.0,4.34,135.0,6.0,16.2,10.2,1.19
Aiden Chermol,Juniata,Landmark,P,Jr.,36.4,177.0,4.5,131.0,5.72,15.5,9.8,1.53
Braelan Huber,Juniata,Landmark,P,Jr.,25.3,127.0,4.61,128.0,7.5,20.6,13.1,1.56
Connor Krahulec,Juniata,Landmark,P,Sr.,17.7,97.0,4.57,129.0,7.45,15.7,8.3,1.66
Robbie Pliszka,Juniata,Landmark,P,Sr.,17.4,101.0,4.77,123.0,4.41,14.6,10.2,1.17
Connor Rohm,Juniata,Landmark,P,Sr.,31.4,158.0,5.14,114.0,5.86,14.2,8.4,2.31
Hunter Thomas,Juniata,Landmark,P,Jr.,29.3,157.0,5.32,111.0,2.4,15.5,13.1,1.47
Robert Ahlgren,Kalamazoo,Michigan Intercol. Ath. Assn.,P,Jr.,37.8,174.0,3.56,165.0,10.14,18.3,8.2,0.89
Parker Aten,Kalamazoo,Michigan Intercol. Ath. Assn.,P,So.,11.1,51.0,4.11,143.0,7.9,18.2,10.3,1.21
Cole Bronoel-Cuthrell,Kalamazoo,Michigan Intercol. Ath. Assn.,P,So.,14.1,70.0,4.14,142.0,7.72,17.7,10.0,1.12
Jacob Davis,Kalamazoo,Michigan Intercol. Ath. Assn.,P,Sr.,62.0,263.0,3.81,154.0,10.78,18.8,8.1,1.64
Logan Lockhart,Kalamazoo,Michigan Intercol. Ath. Assn.,P,Sr.,40.6,175.0,3.93,150.0,9.01,17.5,8.5,1.41
Reece Omodio,Kalamazoo,Michigan Intercol. Ath. Assn.,P,Jr.,13.8,70.0,4.05,145.0,7.17,16.8,9.7,0.78
Carson Orvis,Kalamazoo,Michigan Intercol. Ath. Assn.,P,So.,52.0,220.0,3.91,150.0,10.6,20.0,9.4,1.44
Owen Schihl,Kalamazoo,Michigan Intercol. Ath. Assn.,P,Jr.,24.5,115.0,3.72,158.0,9.88,18.3,8.4,0.86
Ben Van Nes,Kalamazoo,Michigan Intercol. Ath. Assn.,P,Sr.,16.8,81.0,3.92,150.0,11.4,22.3,10.9,1.35
Jason Basilicata,Kean,NJAC,P,Jr.,45.1,185.0,3.7,159.0,11.24,20.3,9.1,1.28
Cal Chase,Kean,NJAC,P,Jr.,20.2,91.0,4.34,135.0,6.74,16.9,10.2,1.36
Christian Pareja,Kean,NJAC,P,Sr.,69.1,305.0,4.44,132.0,6.43,16.4,9.9,1.86
Connor Ramsey,Kean,NJAC,P,Jr.,28.3,124.0,4.21,140.0,5.2,15.6,10.4,1.09
Noah Rivera,Kean,NJAC,P,Sr.,26.2,124.0,4.21,140.0,5.89,14.9,9.0,0.96
Lucas White,Kean,NJAC,P,So.,58.0,246.0,4.25,138.0,7.33,17.4,10.1,1.58
Troy Brennan,Keene St.,Little East,P,Sr.,24.8,114.0,4.07,144.0,9.22,17.9,8.7,1.46
Daniel Cantafi,Keene St.,Little East,P,Sr.,20.6,105.0,4.22,139.0,6.12,17.8,11.7,0.72
David Floyd,Keene St.,Little East,P,Sr.,36.6,170.0,3.98,148.0,11.85,21.7,9.9,1.47
Jake Jachym,Keene St.,Little East,P,Sr.,59.1,262.0,4.33,136.0,7.09,14.3,7.2,1.82
Nathan Pirog,Keene St.,Little East,P,So.,33.0,166.0,4.78,123.0,9.75,19.7,9.9,2.47
Camden Thomas,Keene St.,Little East,P,Jr.,53.3,238.0,3.89,151.0,8.56,20.0,11.4,0.99
George Young,Keene St.,Little East,P,Jr.,17.3,83.0,4.44,132.0,6.53,15.6,9.0,1.54
Theo Canning,Kenyon,NCAC,P,Sr.,35.5,157.0,3.56,165.0,11.89,20.0,8.2,1.02
Chris Cannuscio,Kenyon,NCAC,P,So.,16.2,92.0,4.91,120.0,5.84,15.3,9.5,1.72
Andrew Catron,Kenyon,NCAC,P,Sr.,16.0,84.0,4.89,120.0,5.44,16.5,11.0,1.69
Jack Enger,Kenyon,NCAC,P,Jr.,22.1,103.0,4.36,135.0,8.11,17.7,9.6,1.54
Peyton Hodges,Kenyon,NCAC,P,Jr.,29.9,148.0,4.7,125.0,6.55,15.4,8.9,1.79
Griffin Jackson,Kenyon,NCAC,P,So.,12.0,66.0,4.65,126.0,7.13,18.1,11.0,1.52
Jackson Niedel,Kenyon,NCAC,P,Sr.,25.0,122.0,5.64,104.0,4.75,16.4,11.7,2.85
Isaiah Vance,Kenyon,NCAC,P,Jr.,18.8,97.0,5.4,109.0,4.84,14.8,9.9,2.36
Aydan Davis,King's (PA),MAC Freedom,P,So.,37.0,178.0,4.29,137.0,7.09,15.8,8.7,1.33
Justin Hoadley,King's (PA),MAC Freedom,P,So.,21.2,103.0,4.74,124.0,5.64,16.8,11.1,1.66
Ricky Hynick,King's (PA),MAC Freedom,P,Sr.,12.1,72.0,5.22,113.0,3.76,15.8,12.1,1.46
Matt Masala,King's (PA),MAC Freedom,P,Sr.,37.4,190.0,4.23,139.0,5.39,13.0,7.6,1.15
Tyler Mastropieri,King's (PA),MAC Freedom,P,Jr.,15.2,83.0,4.62,127.0,6.88,17.2,10.4,1.41
Connor Reynolds,King's (PA),MAC Freedom,P,Jr.,30.6,152.0,4.24,139.0,7.06,15.6,8.6,1.29
Dusty Shaver,King's (PA),MAC Freedom,P,Jr.,26.4,135.0,5.09,116.0,4.5,15.2,10.7,1.99
Brady Bertrand,Knox,MWC,P,Sr.,19.4,106.0,5.42,108.0,3.69,15.9,12.2,2.11
Leo Dircks,Knox,MWC,P,Jr.,34.1,164.0,4.21,140.0,7.82,17.0,9.2,1.36
Ayden Fayta,Knox,MWC,P,Jr.,11.2,48.0,4.1,143.0,7.0,17.5,10.5,1.15
Sammy Garcia,Knox,MWC,P,Jr.,13.9,77.0,4.54,130.0,4.82,14.6,9.8,1.12
Jacob Halseth,Knox,MWC,P,So.,34.1,173.0,4.83,122.0,7.06,15.2,8.2,2.15
Jeffery Ripka,Knox,MWC,P,Sr.,46.3,226.0,5.21,113.0,5.05,14.8,9.7,2.63
Ethan Rompala-Matthews,Knox,MWC,P,Sr.,14.0,81.0,4.73,124.0,7.75,18.9,11.1,1.39
Corbin Duffield,La Verne,SCIAC,P,So.,10.0,51.0,4.44,132.0,6.12,16.5,10.3,1.21
Lucas Quintana,La Verne,SCIAC,P,So.,16.2,79.0,4.97,118.0,6.25,15.9,9.7,2.16
Justin Ries,La Verne,SCIAC,P,Jr.,40.0,171.0,3.92,150.0,11.16,20.3,9.1,1.64
Mikey Rogozik,La Verne,SCIAC,P,Jr.,10.1,54.0,4.37,135.0,7.15,17.7,10.6,1.12
Andrew Wente,La Verne,SCIAC,P,So.,13.1,62.0,4.21,140.0,7.13,17.8,10.7,1.16
Max Huddleston,Lawrence,MWC,P,Jr.,21.0,117.0,5.32,111.0,6.77,16.8,10.1,2.35
David Jachimiak,Lawrence,MWC,P,Jr.,10.2,52.0,4.25,138.0,7.61,17.6,10.0,1.13
Nicholas Katz,Lawrence,MWC,P,Sr.,30.3,138.0,4.38,134.0,8.32,15.9,7.6,2.0
Conner Robertson,Lawrence,MWC,P,Sr.,20.5,105.0,4.63,127.0,6.82,19.6,12.8,1.16
Malachi Ross,Lawrence,MWC,P,So.,29.0,147.0,5.2,113.0,5.4,16.7,11.3,2.32
Nathan Zumbrunnen,Lawrence,MWC,P,So.,33.0,156.0,4.72,125.0,6.42,17.9,11.4,1.7
Jaden Click,Lebanon Valley,MAC Freedom,P,Sr.,28.1,143.0,4.62,127.0,5.81,15.3,9.5,1.45
Trey Dianna,Lebanon Valley,MAC Freedom,P,Jr.,35.0,159.0,4.45,132.0,7.62,17.5,9.9,1.88
Kyle McCracken,Lebanon Valley,MAC Freedom,P,Sr.,22.1,116.0,5.33,110.0,2.12,15.0,12.9,1.68
Jordy Polanco,Lebanon Valley,MAC Freedom,P,Jr.,10.0,43.0,4.47,132.0,6.06,16.4,10.4,1.7
Landon Sexton,Lebanon Valley,MAC Freedom,P,So.,13.1,70.0,4.63,127.0,6.74,18.1,11.4,1.49
Dylan Ackermann,Loras,American Rivers,P,Sr.,17.6,90.0,4.14,142.0,8.11,21.0,12.9,0.71
Vincent Costantino,Loras,American Rivers,P,Jr.,38.4,192.0,4.95,119.0,4.28,15.5,11.3,1.56
Daniel Giusto,Loras,American Rivers,P,Jr.,40.9,202.0,4.57,129.0,5.16,19.3,14.2,1.13
Andrew Krause,Loras,American Rivers,P,Sr.,37.4,180.0,4.15,142.0,9.46,17.9,8.4,1.59
Adam Williamson,Loras,American Rivers,P,Jr.,33.5,165.0,4.77,123.0,6.23,15.4,9.2,1.95
CJ Boudreaux,Luther,American Rivers,P,Sr.,20.0,96.0,4.36,135.0,7.1,22.1,15.0,1.15
Aaron Clark,Luther,American Rivers,P,Sr.,16.0,85.0,4.16,141.0,5.47,17.8,12.3,0.4
Nolan Klocke,Luther,American Rivers,P,Sr.,45.8,200.0,3.5,168.0,11.33,22.6,11.3,0.5
Charles Running,Luther,American Rivers,P,Sr.,50.0,247.0,5.09,116.0,6.15,15.4,9.3,2.35
Brendan Scoonover,Luther,American Rivers,P,Jr.,17.0,74.0,4.16,141.0,7.94,16.7,8.8,1.47
Alex Smith,Luther,American Rivers,P,Sr.,42.5,180.0,3.5,168.0,8.63,17.4,8.8,0.68
Josh Stratton,Luther,American Rivers,P,Sr.,31.8,149.0,4.19,140.0,12.25,20.0,7.8,2.17
Brody Von Berge,Luther,American Rivers,P,Sr.,27.1,141.0,5.29,111.0,8.17,18.4,10.2,2.7
Brock Duff,Lynchburg,ODAC,P,Jr.,38.2,162.0,3.74,157.0,9.76,18.5,8.7,1.05
Tyler Fischl,Lynchburg,ODAC,P,Jr.,12.0,57.0,4.73,124.0,6.79,16.9,10.1,2.07
Trent Judd,Lynchburg,ODAC,P,Sr.,25.0,103.0,4.04,146.0,9.55,18.6,9.0,1.73
Tyler Kaltreider,Lynchburg,ODAC,P,Sr.,97.1,393.0,2.9,203.0,15.3,21.5,6.2,0.88
Lucas Marrero,Lynchburg,ODAC,P,So.,16.2,75.0,4.14,142.0,7.42,18.4,11.0,1.1
Nick Mattfield,Lynchburg,ODAC,P,Sr.,62.8,273.0,3.71,158.0,10.26,19.4,9.1,1.04
Colin McGuire,Lynchburg,ODAC,P,Jr.,54.4,239.0,3.83,154.0,8.7,17.7,9.0,1.19
Austin Riney,Lynchburg,ODAC,P,Sr.,18.2,88.0,4.63,127.0,7.89,17.5,9.6,1.87
Logan Tapman,Lynchburg,ODAC,P,Sr.,50.5,215.0,3.81,154.0,7.8,17.0,9.2,1.02
Davis Watson,Lynchburg,ODAC,P,So.,14.0,71.0,4.08,144.0,8.37,18.5,10.2,1.12
Tommy Ball,Macalester,MIAC,P,Sr.,10.2,47.0,4.07,144.0,6.84,16.4,9.6,1.03
Caleb Chou-Green,Macalester,MIAC,P,Jr.,15.2,86.0,5.05,116.0,5.53,15.1,9.6,1.98
Ben King,Macalester,MIAC,P,Sr.,31.6,157.0,4.73,124.0,8.27,18.0,9.7,2.03
Isaiah Ramirez,Macalester,MIAC,P,Jr.,29.4,141.0,4.42,133.0,7.77,17.6,9.8,1.79
Jameson Bloch,Me.-Farmington,North Atlantic,P,Sr.,26.5,136.0,4.36,135.0,4.58,14.1,9.5,0.73
Colby Lewis,Me.-Farmington,North Atlantic,P,Jr.,40.1,199.0,3.89,151.0,8.06,18.1,10.0,0.76
Gabe Philbrick,Me.-Farmington,North Atlantic,P,Jr.,15.8,98.0,5.48,107.0,3.3,15.1,11.8,1.47
Ryan Costa,Manhattanville,Skyline,P,Jr.,23.0,112.0,3.78,156.0,7.23,16.4,9.2,0.61
