Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Shane Bailey,Western Ore.,Great Northwest,P,Jr.,29.3,131.0,4.46,132.0,6.29,15.5,9.2,1.55
Ayden Holker,Western Ore.,Great Northwest,P,Jr.,25.9,125.0,4.16,141.0,8.54,18.2,9.6,1.41
Josh Johnson,Western Ore.,Great Northwest,P,So.,19.5,93.0,4.78,123.0,4.98,16.4,11.4,1.78
Logan Larrance,Western Ore.,Great Northwest,P,So.,29.0,140.0,4.37,135.0,6.7,16.4,9.7,1.3
Aidan Melendrez,Western Ore.,Great Northwest,P,Sr.,10.2,48.0,4.83,122.0,6.84,17.0,10.1,2.17
Scott Borgmann,Wilmington (DE),CACC,P,Sr.,35.3,170.0,4.53,130.0,7.85,17.8,10.0,1.89
Yoshi Conti,Wilmington (DE),CACC,P,Jr.,19.1,94.0,5.11,115.0,7.64,18.1,10.4,2.59
Xavier Cortez,Wilmington (DE),CACC,P,Jr.,49.5,217.0,4.06,145.0,12.16,20.4,8.2,2.19
Zach Czarnecki,Wilmington (DE),CACC,P,Sr.,17.6,86.0,4.77,123.0,7.2,17.1,9.9,1.8
Chase Fleming,Wilmington (DE),CACC,P,Jr.,36.6,169.0,4.81,122.0,8.86,19.9,11.0,2.48
Brandon Grygo,Wilmington (DE),CACC,P,Jr.,23.3,116.0,4.73,124.0,5.5,16.1,10.6,1.51
John Klepacki,Wilmington (DE),CACC,P,So.,19.2,96.0,4.8,123.0,6.67,18.2,11.6,1.84
Steven Mann,Wilmington (DE),CACC,P,Sr.,13.0,66.0,5.38,109.0,5.03,18.6,13.6,2.02
Garrett Quinn,Wilmington (DE),CACC,P,Jr.,13.9,72.0,5.42,108.0,5.74,19.6,13.9,2.23
Tyler Reinert,Wilmington (DE),CACC,P,Jr.,43.3,202.0,4.27,138.0,8.35,18.8,10.5,1.32
Chad Harvey,Wingate,SAC,P,Jr.,37.8,161.0,3.71,158.0,11.47,22.0,10.5,1.13
Collin McDougall,Wingate,SAC,P,Sr.,53.0,245.0,4.28,137.0,8.91,18.0,9.1,1.79
Carson Morton,Wingate,SAC,P,Jr.,35.8,151.0,3.23,182.0,15.98,24.5,8.5,1.28
Cole Smith,Wingate,SAC,P,So.,20.0,95.0,5.27,112.0,6.1,17.4,11.3,2.8
Jett Thomas,Wingate,SAC,P,So.,12.2,59.0,5.07,116.0,7.08,17.1,10.0,2.48
Riley Treadaway,Wingate,SAC,P,So.,30.2,157.0,5.47,107.0,5.12,15.2,10.0,2.64
Spencer Cipro,Belmont Abbey,Conference Carolinas,P,Sr.,75.6,344.0,4.48,131.0,9.4,17.6,8.2,2.19
Carson Dahle,Belmont Abbey,Conference Carolinas,P,So.,10.0,52.0,4.86,121.0,8.67,19.4,10.7,2.16
Layton Dickerson,Belmont Abbey,Conference Carolinas,P,Sr.,17.3,88.0,4.88,120.0,9.98,19.3,9.3,2.63
Aaron George,Belmont Abbey,Conference Carolinas,P,So.,20.1,97.0,5.12,115.0,5.94,16.1,10.1,2.43
Jacob Larkins,Belmont Abbey,Conference Carolinas,P,Jr.,17.3,81.0,4.43,133.0,6.68,18.9,12.2,1.39
Drew Stegura,Belmont Abbey,Conference Carolinas,P,Sr.,73.9,335.0,4.44,132.0,10.54,20.7,10.2,2.4
Josh Wise,Belmont Abbey,Conference Carolinas,P,Jr.,53.4,269.0,5.74,102.0,4.71,15.3,10.5,2.79
Jett Ah Sam,Hawaii Pacific,PacWest,P,Sr.,14.2,73.0,4.55,129.0,6.55,18.0,11.4,1.28
Jayden Gabrillo,Hawaii Pacific,PacWest,P,So.,52.2,244.0,5.97,98.0,8.26,17.9,9.7,4.38
Cristian Padilla,Hawaii Pacific,PacWest,P,Sr.,23.1,97.0,4.15,142.0,8.76,18.9,10.2,1.63
Jacob Vanek,Hawaii Pacific,PacWest,P,Sr.,42.1,206.0,5.52,107.0,6.93,15.6,8.7,3.34
Devin Hayashi,Hawaii Hilo,PacWest,P,Jr.,14.4,68.0,4.43,133.0,6.38,17.8,11.5,1.18
Brayden Hiraki,Hawaii Hilo,PacWest,P,Sr.,30.2,162.0,5.47,107.0,2.9,14.3,11.4,1.61
Orlando Leon Jr.,Hawaii Hilo,PacWest,P,Sr.,36.2,180.0,4.98,118.0,9.15,18.1,9.0,2.84
Xavier Pressley,Hawaii Hilo,PacWest,P,So.,26.0,136.0,5.44,108.0,6.34,17.8,11.5,2.51
Cole Bloomer,CSU Pueblo,RMAC,P,Sr.,18.1,93.0,4.85,121.0,8.13,18.6,10.5,2.19
Tyler Clementz,CSU Pueblo,RMAC,P,So.,38.2,180.0,4.94,119.0,9.29,18.7,9.4,2.75
Jack Novak,CSU Pueblo,RMAC,P,Jr.,21.3,105.0,5.12,115.0,5.43,17.7,12.2,1.96
Jake Olguin-Pacheco,CSU Pueblo,RMAC,P,Sr.,26.0,134.0,5.39,109.0,7.55,18.0,10.5,2.82
Alex Oliver,CSU Pueblo,RMAC,P,Sr.,19.1,100.0,4.49,131.0,7.5,18.0,10.5,1.61
Jacob Petersheim,CSU Pueblo,RMAC,P,Sr.,41.9,207.0,4.71,125.0,9.1,17.7,8.6,2.12
Luke Ruby,CSU Pueblo,RMAC,P,Sr.,33.7,159.0,5.17,114.0,9.0,17.5,8.5,3.33
Chan Yoon,CSU Pueblo,RMAC,P,Sr.,14.2,84.0,5.27,112.0,4.82,16.4,11.6,1.75
Hunter Bays,Lake Erie,G-MAC,P,Jr.,19.0,85.0,4.29,137.0,6.77,18.2,11.5,1.42
Lucas Davids,Lake Erie,G-MAC,P,So.,11.1,57.0,4.54,130.0,8.15,18.9,10.8,1.73
Dominic Poltrone,Lake Erie,G-MAC,P,Sr.,54.4,261.0,4.88,120.0,8.71,20.6,11.9,2.39
Nick Brown,Southwest Baptist,GLVC,P,So.,19.6,92.0,6.44,91.0,7.06,16.8,9.7,5.05
Nash Crosby,Southwest Baptist,GLVC,P,Sr.,18.2,99.0,5.6,105.0,7.16,16.8,9.7,3.12
Jake Fuller,Southwest Baptist,GLVC,P,Sr.,38.1,204.0,6.05,97.0,4.05,15.2,11.1,3.01
Roberto Garcia,Southwest Baptist,GLVC,P,Sr.,55.1,277.0,5.89,100.0,5.63,16.3,10.7,3.57
Conner Hammonds,Southwest Baptist,GLVC,P,Sr.,12.9,67.0,7.18,82.0,4.92,16.1,11.2,5.06
Cade Langford,Southwest Baptist,GLVC,P,So.,21.3,120.0,6.17,95.0,3.12,14.9,11.8,2.99
Ryan McClish,Southwest Baptist,GLVC,P,Jr.,54.2,247.0,4.4,134.0,9.72,20.9,11.2,2.07
Caden Norman,Southwest Baptist,GLVC,P,Sr.,12.0,69.0,4.93,119.0,7.05,17.6,10.6,1.9
Kai Bennett,Washburn,Mid-America Intercollegiate,P,Jr.,21.9,113.0,5.42,108.0,6.63,19.4,12.8,2.56
Max Clark,Washburn,Mid-America Intercollegiate,P,Sr.,13.3,70.0,6.49,91.0,6.3,18.8,12.5,4.11
Fidel Hatch,Washburn,Mid-America Intercollegiate,P,Sr.,25.5,123.0,5.5,107.0,4.8,16.1,11.3,2.88
Griffin Huiatt,Washburn,Mid-America Intercollegiate,P,Sr.,45.1,226.0,6.01,98.0,4.58,17.2,12.7,3.36
Caleb Lunnon,Washburn,Mid-America Intercollegiate,P,Sr.,65.0,293.0,4.18,141.0,8.66,17.9,9.2,1.84
Keegan McDonald,Washburn,Mid-America Intercollegiate,P,Sr.,13.2,63.0,5.39,109.0,8.53,19.0,10.5,3.2
Connor Blence,Goldey-Beacom,CACC,P,Sr.,53.1,241.0,4.66,126.0,8.73,19.8,11.1,2.12
Zach Davis,Goldey-Beacom,CACC,P,So.,19.0,87.0,4.89,120.0,8.53,19.6,11.1,2.59
Kevin Dillon,Goldey-Beacom,CACC,P,Sr.,36.3,168.0,4.39,134.0,8.61,19.4,10.8,1.92
Tommy Federici,Goldey-Beacom,CACC,P,Sr.,16.6,81.0,4.57,129.0,7.36,21.5,14.2,1.37
Nate Miller,Goldey-Beacom,CACC,P,Sr.,44.7,214.0,4.66,126.0,8.22,18.7,10.5,2.09
George Starr,Goldey-Beacom,CACC,P,So.,50.0,234.0,4.65,126.0,8.05,17.6,9.5,2.17
Britton Wildasin,Goldey-Beacom,CACC,P,So.,22.0,98.0,5.11,115.0,6.87,17.6,10.7,2.83
Kory Williams,Goldey-Beacom,CACC,P,Sr.,27.8,136.0,4.63,127.0,10.41,20.4,10.0,2.38
Tyler Bribiescas,Ark.-Monticello,GAC,P,Sr.,28.0,135.0,4.96,119.0,6.14,16.1,10.0,2.22
Bryce Louis,Ark.-Monticello,GAC,P,Sr.,55.2,264.0,5.18,114.0,6.67,16.5,9.8,2.53
Nathan McManus,Ark.-Monticello,GAC,P,Sr.,22.0,101.0,4.35,135.0,8.86,18.5,9.6,1.6
John White,Ark.-Monticello,GAC,P,Sr.,15.2,76.0,4.53,130.0,8.16,18.1,9.9,1.83
Matt Board,N.M. Highlands,RMAC,P,So.,11.2,86.0,7.14,82.0,5.13,16.6,11.4,2.95
Ramon Brion,N.M. Highlands,RMAC,P,Sr.,57.0,281.0,5.25,112.0,8.32,17.6,9.3,3.21
Aidan Joyce,N.M. Highlands,RMAC,P,Jr.,14.1,92.0,6.42,92.0,4.56,17.5,12.9,2.61
Anthony Reyes,N.M. Highlands,RMAC,P,So.,28.1,150.0,5.52,107.0,6.12,16.3,10.2,2.7
Jimi Welsher,N.M. Highlands,RMAC,P,Sr.,43.1,235.0,8.85,66.0,5.68,15.0,9.3,7.53
Austin Dent,Southwest Minn. St.,NSIC,P,So.,15.2,71.0,4.85,121.0,7.14,17.3,10.2,2.37
Shay Endres,Southwest Minn. St.,NSIC,P,Sr.,39.4,188.0,5.54,106.0,8.93,17.5,8.6,3.91
Vinny Mauro,Southwest Minn. St.,NSIC,P,Sr.,10.0,53.0,6.13,96.0,5.27,17.0,11.8,3.41
Jameson Quinn,Southwest Minn. St.,NSIC,P,So.,56.2,265.0,4.97,118.0,7.59,18.6,11.0,2.46
Cody Wichmann,Southwest Minn. St.,NSIC,P,Jr.,25.1,114.0,5.1,115.0,8.52,18.2,9.6,3.15
Garrett Coiner,Southwestern Okla.,GAC,P,Sr.,10.2,64.0,6.79,87.0,4.27,17.9,13.6,3.18
Sebastian Diaz,Southwestern Okla.,GAC,P,Sr.,26.1,120.0,5.28,111.0,7.06,17.8,10.8,2.9
Josh Doelitsch,Southwestern Okla.,GAC,P,Sr.,57.2,284.0,5.11,115.0,4.49,17.5,13.0,1.88
Drew Fifer,Southwestern Okla.,GAC,P,Sr.,56.1,280.0,4.66,126.0,12.86,23.8,10.9,2.44
Conner Watson,Southwestern Okla.,GAC,P,Sr.,22.2,105.0,4.55,129.0,6.65,17.1,10.4,1.57
Teray Cherry,Chowan,Conference Carolinas,P,Sr.,11.1,62.0,5.2,113.0,6.73,18.0,11.3,1.99
Jacob Howard,Chowan,Conference Carolinas,P,Fr.,16.0,82.0,4.72,125.0,7.38,18.4,11.0,1.77
Landon Tyndall,Chowan,Conference Carolinas,P,Jr.,11.1,67.0,6.25,94.0,4.9,16.4,11.5,2.92
Zackary Wilson,Chowan,Conference Carolinas,P,Sr.,16.0,88.0,6.15,96.0,6.25,17.3,11.0,3.31
Nicholas Cabello,Dominican (NY),CACC,P,Sr.,10.0,60.0,5.68,104.0,7.36,18.9,11.6,2.64
K. Dominguez,Dominican (NY),CACC,P,Fr.,15.0,80.0,4.95,119.0,7.97,18.4,10.4,2.22
M. Francisco,Dominican (NY),CACC,P,So.,11.0,54.0,4.56,129.0,7.6,18.6,11.0,1.75
Vincent Giambona,Dominican (NY),CACC,P,Sr.,22.1,106.0,5.25,112.0,6.54,15.5,9.0,2.93
Josh Harrison,Dominican (NY),CACC,P,Jr.,14.0,78.0,4.8,123.0,6.98,17.4,10.4,1.46
S. Herrera,Dominican (NY),CACC,P,Fr.,45.0,210.0,4.73,124.0,7.97,18.4,10.4,2.22
T. MacLean,Dominican (NY),CACC,P,Fr.,43.1,191.0,4.65,126.0,7.97,18.4,10.4,2.22
AJ Mitchell,Dominican (NY),CACC,P,Jr.,14.4,72.0,4.8,123.0,7.92,19.2,11.3,2.09
Luis Rivera,Dominican (NY),CACC,P,Jr.,39.8,180.0,4.1,143.0,8.51,19.6,11.1,1.11
John Stoliker,Dominican (NY),CACC,P,Sr.,25.9,143.0,4.76,124.0,3.38,16.2,12.9,0.67
Andrew Black,East Central,GAC,P,Sr.,11.0,56.0,4.85,121.0,7.57,18.0,10.4,2.06
Ryan Dembroski,East Central,GAC,P,So.,11.1,58.0,5.84,101.0,8.09,18.7,10.6,3.66
Cameron Ebert,East Central,GAC,P,Jr.,19.0,93.0,4.74,124.0,6.58,17.4,10.9,1.78
Joel Hogan,East Central,GAC,P,Sr.,38.2,212.0,5.67,104.0,5.2,17.0,11.8,2.31
Carson Padgett,East Central,GAC,P,Sr.,11.0,65.0,6.27,94.0,5.18,17.6,12.4,3.16
Jameson Ross,East Central,GAC,P,Sr.,11.0,53.0,6.2,95.0,5.87,17.9,12.0,4.06
Cody Bruss,Fort Hays St.,Mid-America Intercollegiate,P,Sr.,14.0,72.0,4.3,137.0,7.25,17.8,10.5,1.29
Kaleb Carpenter,Fort Hays St.,Mid-America Intercollegiate,P,Sr.,47.1,220.0,4.63,127.0,11.91,22.3,10.4,2.88
Brandon Chavez,Fort Hays St.,Mid-America Intercollegiate,P,Jr.,33.7,154.0,4.29,137.0,8.88,18.7,9.8,1.69
Brett Jacobs,Fort Hays St.,Mid-America Intercollegiate,P,Jr.,25.4,120.0,6.15,96.0,4.88,16.1,11.2,4.02
Keaton Anderson,Mo. Southern St.,Mid-America Intercollegiate,P,Jr.,49.4,227.0,4.9,120.0,7.63,17.0,9.4,2.67
Lane Chapman,Mo. Southern St.,Mid-America Intercollegiate,P,So.,12.2,61.0,5.36,110.0,7.16,17.7,10.5,2.85
Ethan Clark,Mo. Southern St.,Mid-America Intercollegiate,P,Sr.,14.1,97.0,6.3,93.0,4.46,16.4,11.9,2.65
Owen Schneider,Mo. Southern St.,Mid-America Intercollegiate,P,Sr.,42.5,200.0,4.96,119.0,8.0,19.7,11.7,2.74
Walker Sweet,Mo. Southern St.,Mid-America Intercollegiate,P,Jr.,18.2,91.0,5.54,106.0,7.04,17.8,10.7,3.04
Nate Herken,Missouri Western,Mid-America Intercollegiate,P,So.,12.0,61.0,4.77,123.0,6.62,17.7,11.0,1.7
Josh Nolte,Missouri Western,Mid-America Intercollegiate,P,Sr.,21.0,104.0,5.43,108.0,6.42,16.9,10.4,2.56
Jacob Ross,Missouri Western,Mid-America Intercollegiate,P,Jr.,14.9,80.0,5.26,112.0,5.15,18.0,12.9,1.98
Liam Bystol,Concordia-St. Paul,NSIC,P,So.,21.2,105.0,5.12,115.0,7.8,17.7,9.9,2.77
Caden Carsen,Concordia-St. Paul,NSIC,P,Jr.,13.0,59.0,4.51,130.0,8.77,19.1,10.4,2.07
Sam Cooper,Concordia-St. Paul,NSIC,P,Sr.,14.2,82.0,5.41,109.0,3.56,19.4,15.8,1.55
Christian Lindow,Concordia-St. Paul,NSIC,P,Sr.,22.1,119.0,6.33,93.0,4.81,16.9,12.1,3.63
Cooper Mollet,Concordia-St. Paul,NSIC,P,Sr.,18.2,85.0,4.38,134.0,9.07,19.5,10.4,1.74
Jack Thompson,Concordia-St. Paul,NSIC,P,So.,10.2,59.0,5.29,111.0,6.11,16.7,10.6,2.1
Ollie Yuhas,Concordia-St. Paul,NSIC,P,Jr.,11.1,46.0,4.23,139.0,7.71,17.7,9.9,1.52
Oliver Adams,North Greenville,Conference Carolinas,P,So.,15.0,68.0,4.5,131.0,8.7,18.9,10.2,2.03
Connor Brinson,North Greenville,Conference Carolinas,P,Sr.,23.9,106.0,4.02,146.0,12.54,23.0,10.4,1.86
Matty Brown,North Greenville,Conference Carolinas,P,So.,80.1,325.0,3.72,158.0,12.9,20.9,8.0,1.61
Caleb Cox,North Greenville,Conference Carolinas,P,Sr.,29.9,130.0,3.87,152.0,12.65,22.1,9.5,1.57
Brady Price,North Greenville,Conference Carolinas,P,So.,43.1,177.0,4.63,127.0,7.59,16.9,9.3,2.5
Kadan Roach,North Greenville,Conference Carolinas,P,Jr.,22.6,104.0,4.58,128.0,10.33,21.4,11.1,2.29
Bennett Roemer,North Greenville,Conference Carolinas,P,Jr.,53.2,246.0,4.08,144.0,11.02,20.0,8.9,1.7
Thomas Skipper,North Greenville,Conference Carolinas,P,Sr.,28.9,126.0,4.0,147.0,9.95,18.3,8.4,1.4
Ian Squires,North Greenville,Conference Carolinas,P,Jr.,11.1,50.0,4.43,133.0,9.79,19.7,9.9,2.13
Ryan Brown,West Va. Wesleyan,MEC,P,Fr.,31.3,140.0,4.83,122.0,6.24,15.6,9.3,2.46
Drew Evans,West Va. Wesleyan,MEC,P,Sr.,15.4,94.0,6.91,85.0,3.65,15.3,11.6,3.45
Alex Hernandez,West Va. Wesleyan,MEC,P,Sr.,38.8,192.0,5.57,106.0,4.02,13.8,9.8,2.79
Anthony Hernandez,West Va. Wesleyan,MEC,P,Sr.,40.0,204.0,5.2,113.0,3.37,13.4,10.0,2.05
Drake Long,West Va. Wesleyan,MEC,P,Sr.,20.2,101.0,5.83,101.0,7.41,17.4,10.0,3.75
Austin Mann,West Va. Wesleyan,MEC,P,Sr.,18.1,96.0,4.86,121.0,5.04,15.3,10.2,1.45
Landon Wilder,West Va. Wesleyan,MEC,P,So.,20.2,100.0,4.69,125.0,7.06,17.9,10.8,1.81
Tristan Harley,Embry-Riddle (FL),Sunshine State,P,Sr.,49.6,230.0,4.97,118.0,6.27,17.1,10.8,2.2
Jeff Levin,Embry-Riddle (FL),Sunshine State,P,So.,28.0,132.0,4.76,124.0,6.28,17.2,10.9,1.94
Spencer Marinac,Embry-Riddle (FL),Sunshine State,P,Sr.,25.5,116.0,4.5,131.0,4.65,16.2,11.6,1.27
Keagan Perez,Embry-Riddle (FL),Sunshine State,P,Sr.,37.2,164.0,4.88,120.0,9.29,17.1,7.8,2.95
Nick Rich,Embry-Riddle (FL),Sunshine State,P,Jr.,25.0,117.0,4.61,128.0,8.87,18.3,9.4,2.37
Bailey Russell,Embry-Riddle (FL),Sunshine State,P,Sr.,30.0,148.0,4.86,121.0,7.63,16.5,8.9,2.51
Cole Turner,Embry-Riddle (FL),Sunshine State,P,Sr.,14.8,73.0,4.58,128.0,7.44,18.2,10.7,1.76
Jacob Brown,UCCS,RMAC,P,So.,43.1,216.0,5.45,108.0,7.3,16.8,9.5,3.23
Gerrit Erickson,UCCS,RMAC,P,Sr.,17.1,82.0,5.43,108.0,3.16,13.1,10.0,2.62
Jason Fink,UCCS,RMAC,P,Sr.,48.6,238.0,5.27,112.0,5.64,15.8,10.2,2.44
James Harbison,UCCS,RMAC,P,Jr.,24.0,119.0,5.07,116.0,6.7,18.2,11.5,2.35
Ryder Mancuso,UCCS,RMAC,P,Sr.,39.8,204.0,5.98,98.0,2.93,17.2,14.3,2.63
Joe McDermott,UCCS,RMAC,P,Sr.,33.8,171.0,5.89,100.0,5.56,15.0,9.4,3.55
Nick Miszuk,UCCS,RMAC,P,Sr.,20.1,94.0,4.67,126.0,7.88,18.6,10.7,2.17
Brett Woytek,UCCS,RMAC,P,So.,11.2,65.0,5.22,113.0,6.51,17.3,10.8,2.05
Joshua Zotto,UCCS,RMAC,P,Jr.,17.9,82.0,4.39,134.0,9.27,18.1,8.9,1.85
Cooper Bryan,Shepherd,PSAC,P,Jr.,14.2,63.0,4.6,128.0,7.28,18.0,10.7,2.03
Thor Hildebrand,Shepherd,PSAC,P,Jr.,10.2,61.0,5.39,109.0,6.29,16.6,10.3,2.05
Allen Miller,Shepherd,PSAC,P,Sr.,37.1,175.0,5.16,114.0,6.33,16.8,10.5,2.58
R. Morgan,Shepherd,PSAC,P,So.,28.1,131.0,4.73,124.0,7.97,18.4,10.4,2.22
Jesse Specter,Shepherd,PSAC,P,Jr.,18.1,81.0,4.5,131.0,8.06,18.2,10.1,1.87
Brayden Stottlemeyer,Shepherd,PSAC,P,Sr.,15.8,87.0,6.32,93.0,2.07,16.3,14.2,2.52
Jacob Butler,USC Aiken,Peach Belt,P,Sr.,11.7,56.0,4.7,125.0,7.41,19.4,12.0,1.53
Brady Dunlop,USC Aiken,Peach Belt,P,So.,34.2,162.0,4.79,123.0,8.33,19.7,11.3,2.33
Jared Huse,USC Aiken,Peach Belt,P,Jr.,31.1,155.0,4.46,132.0,7.66,18.7,11.0,1.17
Nick Napolitano,USC Aiken,Peach Belt,P,Sr.,19.1,97.0,5.05,116.0,2.25,15.7,13.5,1.32
Luke Norman,USC Aiken,Peach Belt,P,Sr.,13.0,73.0,5.09,116.0,6.28,17.7,11.4,1.86
Dante Onorato,USC Aiken,Peach Belt,P,Jr.,36.2,168.0,4.61,128.0,5.32,17.0,11.7,1.67
Joe Rauscher,USC Aiken,Peach Belt,P,Sr.,65.0,319.0,4.45,132.0,9.11,18.4,9.3,1.72
Kyle Stock,USC Aiken,Peach Belt,P,So.,24.0,119.0,4.92,120.0,6.26,17.2,11.0,2.02
Dillon Dahlgren,Colo. Christian,RMAC,P,Sr.,12.2,75.0,7.26,81.0,5.21,16.8,11.6,4.12
Austin DeMello,Colo. Christian,RMAC,P,So.,14.2,84.0,5.3,111.0,5.81,17.5,11.6,1.91
Zachary Hill,Colo. Christian,RMAC,P,Sr.,48.1,261.0,6.55,90.0,6.39,16.6,10.2,3.94
Chad Naf,Colo. Christian,RMAC,P,Jr.,38.8,206.0,6.35,93.0,3.29,14.6,11.3,3.46
Brady Ritzmann,Colo. Christian,RMAC,P,Sr.,39.4,197.0,5.92,99.0,6.07,15.6,9.5,3.75
Aidan Biaggi,Colorado Mesa,RMAC,P,Jr.,16.1,67.0,5.08,116.0,8.27,17.8,9.5,3.38
Cayden Clark,Colorado Mesa,RMAC,P,Sr.,25.1,113.0,4.51,130.0,8.81,18.2,9.4,1.98
Sage Ferguson,Colorado Mesa,RMAC,P,Sr.,31.1,139.0,4.37,135.0,10.31,19.4,9.1,2.18
Liam Hohenstein,Colorado Mesa,RMAC,P,Sr.,50.9,241.0,4.73,124.0,10.7,20.8,10.1,2.5
Gabe Jacobs,Colorado Mesa,RMAC,P,Jr.,22.2,100.0,4.91,120.0,7.66,19.2,11.5,2.53
CJ Zwahlen,Colorado Mesa,RMAC,P,Sr.,12.1,56.0,4.5,131.0,8.94,19.1,10.2,2.06
Garrett Brewer,West Florida,Gulf South,P,Sr.,13.0,73.0,5.17,114.0,5.68,16.6,11.0,1.86
Colton Dorsey,West Florida,Gulf South,P,Sr.,28.2,122.0,3.93,150.0,7.67,19.0,11.3,1.0
Christian Pencek,West Florida,Gulf South,P,Sr.,37.1,178.0,4.87,121.0,7.72,19.4,11.6,2.07
Eli Roberts,West Florida,Gulf South,P,Jr.,33.2,137.0,3.8,155.0,9.44,19.9,10.5,1.19
Blake Thomas,West Florida,Gulf South,P,Sr.,17.0,78.0,4.24,139.0,7.21,18.3,11.1,1.25
Lamont Akins,Wheeling,MEC,P,Jr.,10.0,60.0,5.43,108.0,8.07,18.9,10.8,2.54
Brock Elliott,Wheeling,MEC,P,Sr.,19.2,95.0,4.73,124.0,6.59,17.2,10.6,1.65
Mason Fenwick,Wheeling,MEC,P,Sr.,18.2,79.0,4.58,128.0,8.62,18.5,9.9,2.36
Tomoki Jitsukawa,Wheeling,MEC,P,Sr.,25.1,129.0,4.74,124.0,6.38,15.6,9.3,1.84
Sebastian Khan,Wheeling,MEC,P,Sr.,31.8,146.0,4.44,132.0,12.1,22.7,10.6,2.24
Jacob Rollyson,Wheeling,MEC,P,Sr.,38.8,193.0,5.53,106.0,6.7,15.7,8.9,3.12
Bryce Bond,Northeastern St.,Mid-America Intercollegiate,P,Sr.,37.7,169.0,4.32,136.0,9.61,20.8,11.2,1.61
Jackson Hill,Northeastern St.,Mid-America Intercollegiate,P,So.,19.0,104.0,5.79,102.0,7.03,17.0,9.9,3.1
Sullivan Lane,Northeastern St.,Mid-America Intercollegiate,P,Sr.,18.0,105.0,5.82,101.0,3.96,16.6,12.6,2.06
Izac Sizemore,Northeastern St.,Mid-America Intercollegiate,P,Sr.,62.1,282.0,4.69,125.0,8.36,18.2,9.9,2.41
Brice Anders,Tusculum,SAC,P,Sr.,46.6,239.0,5.58,105.0,3.19,15.5,12.4,2.34
Cooper Emery,Tusculum,SAC,P,So.,40.1,190.0,4.75,124.0,7.03,18.0,11.0,2.16
Scout Martin,Tusculum,SAC,P,Sr.,25.1,119.0,4.92,120.0,9.15,18.4,9.3,2.84
Ayden Moore,Tusculum,SAC,P,So.,20.0,100.0,5.28,111.0,7.73,17.9,10.2,2.81
Aiden Tipton,Tusculum,SAC,P,Jr.,29.2,149.0,5.26,112.0,7.17,17.0,9.9,2.7
Caleb Costa,Anderson (SC),SAC,P,Sr.,23.0,130.0,5.4,109.0,5.67,17.0,11.3,2.27
Cole Davis,Anderson (SC),SAC,P,Sr.,29.1,136.0,4.63,127.0,4.89,16.3,11.4,1.68
Hunter Garrett,Anderson (SC),SAC,P,Jr.,11.2,60.0,4.77,123.0,8.27,18.4,10.1,2.01
Joshua Legnard,Anderson (SC),SAC,P,Sr.,66.2,295.0,3.57,165.0,11.97,19.0,7.0,1.32
George Massingill,Anderson (SC),SAC,P,So.,13.1,66.0,4.88,120.0,8.2,17.9,9.7,2.42
Walker Noland,Anderson (SC),SAC,P,Sr.,52.8,258.0,4.25,138.0,9.31,18.9,9.6,1.33
Kaleb Owens,Anderson (SC),SAC,P,So.,30.0,148.0,4.71,125.0,8.1,18.0,9.9,2.14
Charlie Sauls,Anderson (SC),SAC,P,So.,13.1,65.0,4.49,131.0,7.8,18.6,10.8,1.67
Evan Soeffker,Barton,Conference Carolinas,P,Sr.,37.2,166.0,5.03,117.0,8.07,17.8,9.8,3.09
Ayden Wood,Barton,Conference Carolinas,P,Sr.,13.0,58.0,5.24,112.0,9.63,19.5,9.8,3.51
Andrew George,Salem (WV),DII Independent,P,Sr.,19.3,96.0,4.92,120.0,5.43,19.9,14.4,1.54
Brian Kendall,Salem (WV),DII Independent,P,So.,23.1,115.0,4.88,120.0,8.36,18.9,10.6,2.36
Zack Kendall,Salem (WV),DII Independent,P,Sr.,12.5,73.0,7.3,81.0,4.47,17.5,13.0,4.22
Eric Kovach,Salem (WV),DII Independent,P,So.,46.0,220.0,4.32,136.0,7.43,17.0,9.6,1.53
Tristan Milik,Salem (WV),DII Independent,P,So.,22.2,103.0,4.74,124.0,7.51,17.8,10.3,2.12
Richie Preston,Salem (WV),DII Independent,P,Jr.,17.3,82.0,5.76,102.0,7.47,17.0,9.5,3.89
Otho Savage,Salem (WV),DII Independent,P,Sr.,15.0,61.0,4.68,126.0,5.4,16.9,11.5,2.0
Connor Thiele,Salem (WV),DII Independent,P,Sr.,36.6,162.0,4.55,129.0,6.6,16.5,9.9,1.77
Jackson Thoma,Salem (WV),DII Independent,P,Jr.,50.1,243.0,4.63,127.0,5.75,14.6,8.8,1.86
Ryan DiMaggio,Lynn,Sunshine State,P,Jr.,77.1,337.0,3.97,148.0,8.97,18.8,9.8,1.3
Justyn Hart,Lynn,Sunshine State,P,So.,23.2,119.0,5.03,117.0,5.9,17.0,11.1,2.02
Alfonso Lombardi,Lynn,Sunshine State,P,Sr.,13.2,54.0,5.3,111.0,6.52,17.3,10.7,3.39
Noah Lucia,Lynn,Sunshine State,P,Jr.,28.6,123.0,4.13,142.0,9.52,18.6,9.1,1.92
Jacob Smith,Lynn,Sunshine State,P,Sr.,23.4,118.0,5.69,103.0,7.88,16.8,8.9,3.7
