Name,Team,Conference,Position,Class,PA,AVG,OBP,SLG,WOBA,1B,2B,3B,HR,HBP,K%,BB%
Jackson Torbit,Central (IA),American Rivers,UT,So.,64.0,0.273,0.375,0.418,0.362,10.0,3.0,1.0,1.0,2.0,18.1,11.4
Bryer Wiley,Central (IA),American Rivers,UT,So.,20.0,0.294,0.4,0.353,0.382,4.0,1.0,0.0,0.0,1.0,17.4,11.4
Dylan Williams,Central (IA),American Rivers,OF,Sr.,107.0,0.248,0.346,0.355,0.32,16.0,5.0,1.0,1.0,3.0,21.3,10.1
Chase Austin,Centre,SAA,INF,Sr.,142.0,0.272,0.395,0.365,0.376,24.0,6.0,1.0,1.0,4.0,16.6,14.2
Jamison Craig,Centre,SAA,OF,So.,96.0,0.296,0.406,0.42,0.383,17.0,5.0,1.0,1.0,4.0,19.1,11.2
Forrest Day,Centre,SAA,INF,So.,44.0,0.289,0.386,0.421,0.362,8.0,2.0,0.0,1.0,1.0,17.4,10.9
Graham Johnson,Centre,SAA,C,Jr.,114.0,0.306,0.404,0.469,0.395,21.0,5.0,1.0,3.0,4.0,16.8,10.4
Ayden Lohr,Centre,SAA,OF,Jr.,192.0,0.324,0.391,0.491,0.406,40.0,9.0,1.0,6.0,4.0,14.6,8.0
Aaron Lopez,Centre,SAA,INF,Sr.,150.0,0.28,0.4,0.399,0.378,25.0,7.0,1.0,2.0,5.0,13.5,13.3
Matthew Maggard,Centre,SAA,UT,Sr.,29.0,0.236,0.34,0.275,0.351,5.0,1.0,0.0,0.0,1.0,22.6,11.4
Jonah Porter,Centre,SAA,INF,Jr.,106.0,0.308,0.406,0.429,0.388,20.0,6.0,1.0,1.0,4.0,18.9,10.3
Ben Prather,Centre,SAA,UT,Sr.,198.0,0.341,0.445,0.497,0.431,41.0,10.0,2.0,4.0,6.0,14.0,12.4
Evan Rygalski,Centre,SAA,INF,So.,76.0,0.292,0.395,0.415,0.388,14.0,3.0,1.0,1.0,3.0,17.5,10.7
JT Weisberg,Centre,SAA,INF,Sr.,59.0,0.25,0.339,0.308,0.342,10.0,3.0,0.0,0.0,1.0,17.9,9.3
Evan Weyler,Centre,SAA,C,Sr.,180.0,0.299,0.4,0.448,0.395,31.0,10.0,2.0,3.0,8.0,14.4,10.2
Baylor Woodall,Centre,SAA,UT,Sr.,101.0,0.275,0.425,0.412,0.394,14.0,6.0,1.0,1.0,5.0,20.8,15.3
Brady Altman,Chapman,SCIAC,INF,Jr.,53.0,0.289,0.396,0.422,0.369,9.0,3.0,0.0,1.0,2.0,16.9,10.9
Matt Campopiano,Chapman,SCIAC,INF,Jr.,123.0,0.279,0.391,0.404,0.381,21.0,5.0,1.0,2.0,3.0,16.1,12.8
Joey Capobianco,Chapman,SCIAC,INF,Jr.,84.0,0.274,0.369,0.384,0.364,14.0,5.0,0.0,1.0,3.0,19.0,9.4
Matt Cristol,Chapman,SCIAC,C,Sr.,82.0,0.314,0.415,0.457,0.414,16.0,4.0,0.0,2.0,3.0,15.2,11.3
Nate Jensen,Chapman,SCIAC,UT,So.,39.0,0.265,0.359,0.412,0.371,6.0,2.0,0.0,1.0,1.0,18.5,10.1
Ryan Nopper,Chapman,SCIAC,OF,Sr.,118.0,0.258,0.339,0.334,0.325,21.0,5.0,0.0,1.0,3.0,21.5,8.4
Andrew Powers,Chapman,SCIAC,INF,So.,37.0,0.281,0.378,0.438,0.359,6.0,2.0,0.0,1.0,1.0,18.0,9.9
Sloan Steimel,Chapman,SCIAC,C,So.,36.0,0.29,0.389,0.452,0.385,6.0,2.0,0.0,1.0,1.0,17.8,9.9
Brent Valentine,Chapman,SCIAC,INF,So.,17.0,0.286,0.412,0.357,0.369,3.0,1.0,0.0,0.0,1.0,17.9,10.2
Nathan Bae,UChicago,UAA,C,So.,118.0,0.273,0.39,0.374,0.372,20.0,5.0,1.0,1.0,4.0,16.9,12.3
Michael Gladden,UChicago,UAA,UT,Sr.,162.0,0.305,0.395,0.468,0.397,29.0,9.0,1.0,4.0,6.0,14.4,9.2
Braden Jirovec,UChicago,UAA,OF,Sr.,182.0,0.345,0.428,0.464,0.407,42.0,9.0,2.0,2.0,5.0,15.0,9.7
Brady Miller,UChicago,UAA,INF,Sr.,96.0,0.283,0.395,0.357,0.364,19.0,3.0,0.0,1.0,3.0,19.3,12.3
Erik Rindner,UChicago,UAA,C,Sr.,202.0,0.315,0.441,0.485,0.424,35.0,11.0,1.0,5.0,12.0,10.2,12.3
Jack Sharp,UChicago,UAA,INF,Sr.,169.0,0.293,0.401,0.397,0.378,32.0,7.0,1.0,2.0,5.0,19.3,12.3
Max Wiesner,UChicago,UAA,INF,So.,200.0,0.305,0.395,0.466,0.394,36.0,11.0,1.0,5.0,7.0,17.9,9.7
Jake Benedict,Chris. Newport,C2C,OF,Sr.,153.0,0.315,0.418,0.454,0.409,30.0,7.0,1.0,3.0,5.0,11.1,11.5
Sam Benedict,Chris. Newport,C2C,INF,Sr.,122.0,0.285,0.403,0.364,0.375,23.0,5.0,0.0,1.0,3.0,13.8,13.7
John Blanco,Chris. Newport,C2C,UT,So.,29.0,0.24,0.345,0.28,0.365,5.0,1.0,0.0,0.0,1.0,18.2,10.5
Gus Croll,Chris. Newport,C2C,OF,Jr.,52.0,0.265,0.407,0.385,0.368,8.0,2.0,0.0,1.0,2.0,20.7,15.2
Doc Daniels,Chris. Newport,C2C,INF,Sr.,134.0,0.349,0.427,0.476,0.42,31.0,7.0,1.0,2.0,4.0,10.5,8.8
Jacob Koenig,Chris. Newport,C2C,INF,Jr.,43.0,0.26,0.345,0.312,0.358,8.0,2.0,0.0,0.0,1.0,17.4,9.8
Stone Lasseigne,Chris. Newport,C2C,INF,Sr.,18.0,0.269,0.391,0.336,0.372,3.0,1.0,0.0,0.0,1.0,18.0,9.3
Lincoln Lubsen,Chris. Newport,C2C,C,Sr.,137.0,0.282,0.402,0.457,0.394,20.0,8.0,0.0,4.0,3.0,20.4,14.5
Aaron Maxie,Chris. Newport,C2C,INF,Jr.,126.0,0.309,0.43,0.406,0.405,25.0,5.0,1.0,1.0,4.0,16.1,14.6
Brayden Mazzoni,Chris. Newport,C2C,OF,So.,15.0,0.333,0.467,0.417,0.378,3.0,1.0,0.0,0.0,1.0,18.3,10.6
Josh Reinhold,Chris. Newport,C2C,INF,Sr.,185.0,0.31,0.433,0.422,0.411,35.0,9.0,1.0,2.0,6.0,14.9,14.4
C. Saunders,Chris. Newport,C2C,INF,So.,27.0,0.261,0.37,0.304,0.378,5.0,1.0,0.0,0.0,1.0,17.0,12.0
Cameron Slough,Chris. Newport,C2C,C,Jr.,84.0,0.289,0.383,0.427,0.375,15.0,4.0,0.0,2.0,2.0,15.5,10.2
Ayden Stuffel,Chris. Newport,C2C,OF,Sr.,145.0,0.322,0.42,0.443,0.397,30.0,7.0,1.0,2.0,5.0,16.9,11.0
Eric Wilson,Chris. Newport,C2C,INF,Sr.,40.0,0.255,0.347,0.368,0.374,7.0,1.0,0.0,1.0,1.0,23.7,10.0
Carter Bennett,Claremont-M-S,SCIAC,INF,So.,233.0,0.31,0.416,0.518,0.414,39.0,11.0,3.0,8.0,7.0,15.9,12.3
Keegan Cabrera,Claremont-M-S,SCIAC,INF,So.,78.0,0.294,0.385,0.426,0.371,14.0,4.0,1.0,1.0,3.0,15.6,9.4
Jack Cahill,Claremont-M-S,SCIAC,C,Jr.,68.0,0.241,0.353,0.328,0.35,11.0,2.0,0.0,1.0,2.0,22.9,11.9
Luca Ciaramitaro,Claremont-M-S,SCIAC,INF,Jr.,16.0,0.308,0.438,0.385,0.381,3.0,1.0,0.0,0.0,1.0,16.6,11.9
Bryce Didrickson,Claremont-M-S,SCIAC,OF,Sr.,175.0,0.285,0.412,0.452,0.394,28.0,7.0,1.0,5.0,6.0,14.6,14.3
Rider Gordon,Claremont-M-S,SCIAC,INF,Jr.,175.0,0.313,0.395,0.436,0.387,36.0,8.0,1.0,3.0,4.0,16.1,9.8
Blaise Heher,Claremont-M-S,SCIAC,OF,Sr.,144.0,0.292,0.395,0.406,0.378,27.0,6.0,1.0,2.0,5.0,17.3,11.4
Alex Henderson,Claremont-M-S,SCIAC,INF,So.,207.0,0.323,0.424,0.584,0.444,34.0,11.0,1.0,11.0,7.0,18.0,11.4
Charlie Kalil,Claremont-M-S,SCIAC,INF,So.,38.0,0.242,0.342,0.303,0.362,6.0,2.0,0.0,0.0,1.0,16.5,11.4
Dillon Martin,Claremont-M-S,SCIAC,INF,Jr.,236.0,0.299,0.394,0.465,0.401,40.0,13.0,3.0,5.0,7.0,15.9,10.6
Max Pemberton,Claremont-M-S,SCIAC,C,So.,71.0,0.279,0.38,0.377,0.372,13.0,3.0,0.0,1.0,2.0,19.1,10.9
Nate Seluga,Claremont-M-S,SCIAC,INF,Jr.,130.0,0.308,0.431,0.467,0.406,23.0,6.0,1.0,3.0,4.0,17.3,14.4
Slader Spoor,Claremont-M-S,SCIAC,C,Sr.,89.0,0.268,0.383,0.509,0.395,11.0,4.0,1.0,4.0,2.0,24.4,13.5
Cole Camara,Clark (MA),NEWMAC,OF,So.,39.0,0.294,0.385,0.441,0.378,7.0,2.0,0.0,1.0,1.0,18.2,11.0
Chas Caron,Clark (MA),NEWMAC,INF,Jr.,20.0,0.238,0.354,0.298,0.366,3.0,1.0,0.0,0.0,1.0,17.5,11.1
Jake Faulkenham,Clark (MA),NEWMAC,OF,Sr.,22.0,0.221,0.362,0.276,0.369,3.0,1.0,0.0,0.0,1.0,19.7,14.1
Myles Fournier,Clark (MA),NEWMAC,INF,So.,10.0,0.222,0.3,0.222,0.38,2.0,0.0,0.0,0.0,0.0,16.7,11.7
Isaac Hainer,Clark (MA),NEWMAC,C,Jr.,12.0,0.273,0.333,0.364,0.374,2.0,1.0,0.0,0.0,0.0,17.8,11.6
Brayden Hollinrake,Clark (MA),NEWMAC,C,Sr.,120.0,0.307,0.4,0.413,0.381,24.0,6.0,1.0,1.0,3.0,14.8,10.6
Alfonso Jalil,Clark (MA),NEWMAC,INF,Jr.,90.0,0.316,0.4,0.481,0.395,17.0,5.0,1.0,2.0,3.0,17.2,8.8
Nicolo Mainardi,Clark (MA),NEWMAC,INF,Sr.,32.0,0.214,0.312,0.25,0.323,5.0,1.0,0.0,0.0,1.0,20.0,10.1
Dom Mariani,Clark (MA),NEWMAC,INF,Sr.,132.0,0.326,0.408,0.489,0.414,25.0,9.0,2.0,2.0,4.0,19.6,9.1
Michael Salzillo,Clark (MA),NEWMAC,OF,Jr.,99.0,0.29,0.404,0.434,0.38,17.0,4.0,1.0,2.0,4.0,19.1,12.5
Andrew Soares,Clark (MA),NEWMAC,INF,Sr.,102.0,0.276,0.361,0.42,0.351,17.0,5.0,1.0,2.0,2.0,16.7,10.0
Seth Albert,Clarkson,Liberty League,OF,Jr.,145.0,0.266,0.352,0.367,0.344,25.0,6.0,2.0,1.0,5.0,12.7,8.6
CJ Cartier,Clarkson,Liberty League,INF,Sr.,121.0,0.266,0.339,0.358,0.321,22.0,5.0,1.0,1.0,3.0,12.2,7.1
James Chagnon,Clarkson,Liberty League,C,So.,22.0,0.263,0.364,0.316,0.365,4.0,1.0,0.0,0.0,1.0,16.4,10.4
Joe Figliolino,Clarkson,Liberty League,C,Sr.,122.0,0.312,0.42,0.459,0.411,22.0,7.0,1.0,2.0,4.0,15.5,11.9
Colby Fox,Clarkson,Liberty League,OF,Sr.,16.0,0.295,0.386,0.369,0.37,3.0,1.0,0.0,0.0,0.0,20.2,12.8
David Harris,Clarkson,Liberty League,OF,So.,70.0,0.283,0.386,0.383,0.374,13.0,3.0,0.0,1.0,2.0,17.8,10.9
CJ Kanick,Clarkson,Liberty League,UT,So.,66.0,0.276,0.364,0.379,0.366,12.0,3.0,0.0,1.0,2.0,16.9,9.4
Aidan Kuefner,Clarkson,Liberty League,OF,Sr.,123.0,0.291,0.366,0.392,0.357,24.0,6.0,1.0,1.0,3.0,16.6,7.8
James Mason,Clarkson,Liberty League,UT,Sr.,95.0,0.296,0.4,0.383,0.392,19.0,4.0,0.0,1.0,4.0,15.9,10.8
Aidan McGuire,Clarkson,Liberty League,INF,So.,23.0,0.25,0.348,0.3,0.364,4.0,1.0,0.0,0.0,1.0,18.2,10.3
Aiden Serrano,Clarkson,Liberty League,UT,Sr.,13.0,0.273,0.385,0.364,0.371,2.0,1.0,0.0,0.0,1.0,16.2,10.6
Beau Vardion,Clarkson,Liberty League,INF,Jr.,93.0,0.284,0.377,0.445,0.38,15.0,5.0,1.0,2.0,3.0,21.7,9.4
Kyle Ventola,Clarkson,Liberty League,UT,Jr.,12.0,0.273,0.333,0.364,0.367,2.0,1.0,0.0,0.0,0.0,18.8,10.7
Jackson Waters,Clarkson,Liberty League,INF,So.,24.0,0.25,0.375,0.3,0.372,4.0,1.0,0.0,0.0,1.0,17.5,10.6
Zach Worthington,Clarkson,Liberty League,C,So.,14.0,0.231,0.286,0.308,0.38,2.0,1.0,0.0,0.0,0.0,18.1,10.6
Ryan Brosius,Coe,American Rivers,OF,Jr.,116.0,0.253,0.362,0.374,0.353,18.0,4.0,1.0,2.0,5.0,20.2,10.3
Evan deVally,Coe,American Rivers,C,Sr.,49.0,0.233,0.327,0.279,0.343,8.0,2.0,0.0,0.0,2.0,17.8,9.2
Eli Elsbecker,Coe,American Rivers,INF,Sr.,98.0,0.253,0.367,0.373,0.352,14.0,5.0,1.0,1.0,4.0,22.3,11.0
Austin Gomez,Coe,American Rivers,OF,Jr.,82.0,0.277,0.365,0.402,0.353,14.0,4.0,1.0,1.0,2.0,18.6,10.2
Will Hosch,Coe,American Rivers,OF,So.,85.0,0.27,0.365,0.365,0.366,15.0,4.0,0.0,1.0,3.0,17.6,10.0
Ryan Thoreson,Coe,American Rivers,C,Sr.,131.0,0.304,0.389,0.416,0.379,25.0,8.0,1.0,1.0,5.0,18.9,8.3
Jon Wille,Coe,American Rivers,INF,Jr.,201.0,0.302,0.413,0.432,0.392,35.0,12.0,2.0,2.0,13.0,14.4,9.7
Kai Aoki,Colby,NESCAC,OF,Jr.,17.0,0.283,0.409,0.354,0.364,3.0,1.0,0.0,0.0,1.0,15.8,10.3
Corey Aubuchon,Colby,NESCAC,OF,So.,141.0,0.286,0.397,0.403,0.384,25.0,6.0,1.0,2.0,5.0,20.4,12.3
Luca Carriles-Alvarado,Colby,NESCAC,INF,So.,15.0,0.333,0.467,0.417,0.383,3.0,1.0,0.0,0.0,1.0,16.1,10.6
Duncan Cullinane,Colby,NESCAC,C,Jr.,84.0,0.278,0.381,0.417,0.374,14.0,4.0,0.0,2.0,3.0,17.2,10.8
Max Diamond,Colby,NESCAC,INF,So.,38.0,0.303,0.395,0.455,0.375,7.0,2.0,0.0,1.0,1.0,18.3,10.2
Myles Gythfeldt,Colby,NESCAC,UT,So.,151.0,0.323,0.417,0.415,0.4,33.0,7.0,1.0,1.0,4.0,13.7,11.2
Matt Mahoney,Colby,NESCAC,UT,So.,11.0,0.3,0.364,0.4,0.373,2.0,1.0,0.0,0.0,0.0,17.6,11.4
Sam Nigro,Colby,NESCAC,INF,So.,35.0,0.267,0.371,0.333,0.373,6.0,2.0,0.0,0.0,1.0,15.5,11.2
Myles Oo,Colby,NESCAC,INF,Jr.,14.0,0.333,0.429,0.417,0.376,3.0,1.0,0.0,0.0,0.0,15.8,11.0
Liam Shea-Gallagher,Colby,NESCAC,OF,So.,10.0,0.222,0.3,0.222,0.383,2.0,0.0,0.0,0.0,0.0,17.0,10.8
Patrick Shrake,Colby,NESCAC,INF,Jr.,141.0,0.308,0.396,0.381,0.371,32.0,4.0,1.0,1.0,4.0,11.2,9.9
Henry Silva,Colby,NESCAC,INF,So.,104.0,0.292,0.394,0.404,0.366,19.0,5.0,1.0,1.0,4.0,15.5,10.5
Tony Silva,Colby,NESCAC,INF,Sr.,114.0,0.294,0.387,0.425,0.39,20.0,7.0,0.0,2.0,4.0,11.7,10.1
Marco Zirpolo,Colby,NESCAC,INF,Jr.,104.0,0.275,0.365,0.374,0.363,19.0,4.0,1.0,1.0,5.0,17.0,8.1
Jesse Chaves,Colby-Sawyer,Great Northeast,UT,Jr.,19.0,0.25,0.368,0.312,0.366,3.0,1.0,0.0,0.0,1.0,17.0,11.6
Janai Cruz,Colby-Sawyer,Great Northeast,UT,Sr.,76.0,0.282,0.395,0.407,0.382,12.0,5.0,0.0,1.0,3.0,20.7,11.6
Evan Dennis,Colby-Sawyer,Great Northeast,INF,Jr.,158.0,0.321,0.437,0.497,0.421,28.0,9.0,1.0,4.0,7.0,14.5,12.5
Nick Johnson,Colby-Sawyer,Great Northeast,OF,Sr.,55.0,0.276,0.381,0.404,0.358,9.0,3.0,0.0,1.0,2.0,25.6,11.6
Mike Krouse,Colby-Sawyer,Great Northeast,INF,Sr.,27.0,0.26,0.369,0.303,0.372,5.0,1.0,0.0,0.0,1.0,22.0,11.0
Finn MacLennan,Colby-Sawyer,Great Northeast,INF,Sr.,36.0,0.229,0.337,0.262,0.355,6.0,1.0,0.0,0.0,1.0,18.3,12.5
Mike McLeer,Colby-Sawyer,Great Northeast,OF,Sr.,63.0,0.292,0.426,0.467,0.423,9.0,4.0,1.0,1.0,3.0,19.5,14.4
Devin Montalvo,Colby-Sawyer,Great Northeast,INF,Sr.,135.0,0.267,0.371,0.354,0.345,24.0,5.0,1.0,1.0,5.0,21.7,10.6
Sean Roeger,Colby-Sawyer,Great Northeast,INF,Jr.,149.0,0.318,0.41,0.403,0.383,33.0,6.0,1.0,1.0,4.0,12.3,10.4
Jared Schmitt,Colby-Sawyer,Great Northeast,OF,Sr.,89.0,0.284,0.373,0.425,0.389,15.0,5.0,0.0,2.0,4.0,21.7,8.5
C. Snyder,Colby-Sawyer,Great Northeast,C,So.,34.0,0.31,0.412,0.483,0.38,6.0,2.0,0.0,1.0,1.0,16.9,10.8
Noah Staffier,Colby-Sawyer,Great Northeast,C,Jr.,106.0,0.287,0.388,0.387,0.378,19.0,6.0,0.0,1.0,4.0,14.8,10.2
Dylan Watson,Colby-Sawyer,Great Northeast,OF,Sr.,154.0,0.309,0.404,0.4,0.389,32.0,7.0,1.0,1.0,4.0,11.0,11.3
Cam Buckley,Concordia Chicago,NACC,OF,Jr.,98.0,0.291,0.378,0.395,0.376,19.0,4.0,1.0,1.0,3.0,15.4,9.6
Brendan Holloway,Concordia Chicago,NACC,OF,Sr.,89.0,0.284,0.404,0.365,0.366,17.0,3.0,0.0,1.0,3.0,15.2,13.1
Connor Jerkatis,Concordia Chicago,NACC,C,Jr.,20.0,0.3,0.407,0.36,0.392,4.0,1.0,0.0,0.0,1.0,18.8,11.9
Brandon Mahler,Concordia Chicago,NACC,C,Sr.,132.0,0.306,0.379,0.467,0.392,24.0,8.0,1.0,3.0,3.0,13.0,8.4
Jake Mahler,Concordia Chicago,NACC,INF,Sr.,112.0,0.299,0.393,0.454,0.39,19.0,7.0,1.0,2.0,3.0,15.8,10.5
Dom Owens,Concordia Chicago,NACC,C,Sr.,55.0,0.283,0.401,0.349,0.408,10.0,3.0,0.0,0.0,2.0,14.5,13.3
Richie Sperando,Concordia Chicago,NACC,INF,Sr.,52.0,0.267,0.365,0.311,0.357,10.0,2.0,0.0,0.0,2.0,14.1,9.0
Xavier Zagerman,Concordia Chicago,NACC,OF,Jr.,80.0,0.252,0.365,0.355,0.349,12.0,4.0,0.0,1.0,2.0,20.4,13.1
Grant Anderson,Concordia-M'head,MIAC,UT,Jr.,48.0,0.293,0.396,0.415,0.379,9.0,2.0,0.0,1.0,2.0,17.2,10.5
Bryce Binek,Concordia-M'head,MIAC,INF,So.,17.0,0.286,0.412,0.357,0.38,3.0,1.0,0.0,0.0,1.0,16.9,10.8
Drew Dorsey,Concordia-M'head,MIAC,UT,Jr.,47.0,0.275,0.383,0.4,0.374,8.0,2.0,0.0,1.0,2.0,21.5,9.8
Zack Ehnstrom,Concordia-M'head,MIAC,C,Jr.,43.0,0.252,0.375,0.308,0.353,7.0,2.0,0.0,0.0,2.0,16.4,11.4
Mason Henry,Concordia-M'head,MIAC,OF,So.,22.0,0.263,0.364,0.316,0.368,4.0,1.0,0.0,0.0,1.0,18.2,10.1
Luke Knudsen,Concordia-M'head,MIAC,UT,So.,139.0,0.296,0.417,0.4,0.388,25.0,7.0,1.0,1.0,4.0,15.4,14.2
Tanner Nowacki,Concordia-M'head,MIAC,OF,Jr.,18.0,0.267,0.389,0.333,0.393,3.0,1.0,0.0,0.0,1.0,17.4,11.3
Talan Plante,Concordia-M'head,MIAC,C,So.,48.0,0.268,0.375,0.39,0.37,8.0,2.0,0.0,1.0,2.0,22.1,10.7
Ben Shumansky,Concordia-M'head,MIAC,INF,Jr.,128.0,0.282,0.383,0.392,0.37,22.0,7.0,1.0,1.0,4.0,16.1,11.0
Luke Van Erp,Concordia-M'head,MIAC,OF,Jr.,86.0,0.282,0.407,0.38,0.391,15.0,4.0,0.0,1.0,3.0,18.1,14.2
Brayden Wolfgram,Concordia-M'head,MIAC,UT,So.,90.0,0.299,0.4,0.416,0.365,17.0,4.0,1.0,1.0,3.0,15.8,11.4
Luke Hull,Cornell College,MWC,OF,So.,12.0,0.273,0.333,0.364,0.372,2.0,1.0,0.0,0.0,0.0,17.5,10.4
Thomas Hunt,Cornell College,MWC,UT,Sr.,49.0,0.286,0.388,0.405,0.394,9.0,2.0,0.0,1.0,1.0,15.8,12.7
Dan Collins,Cortland,SUNYAC,UT,So.,13.0,0.25,0.308,0.333,0.372,2.0,1.0,0.0,0.0,0.0,16.9,10.4
JJ DeLawder,Cortland,SUNYAC,UT,Sr.,68.0,0.3,0.414,0.529,0.408,9.0,5.0,1.0,2.0,3.0,17.2,11.7
Talon Elkins,Cortland,SUNYAC,INF,So.,123.0,0.324,0.423,0.429,0.394,26.0,6.0,1.0,1.0,4.0,13.4,11.2
Lucas Granger,Cortland,SUNYAC,OF,Sr.,145.0,0.293,0.4,0.407,0.382,27.0,6.0,1.0,2.0,4.0,17.1,12.6
Danny Jackson,Cortland,SUNYAC,INF,Sr.,45.0,0.301,0.426,0.437,0.379,8.0,2.0,0.0,1.0,1.0,14.4,15.2
Trey McGowan,Cortland,SUNYAC,INF,Sr.,114.0,0.352,0.454,0.404,0.428,29.0,5.0,0.0,0.0,4.0,10.8,12.3
Nolan Smith,Cortland,SUNYAC,INF,Jr.,173.0,0.328,0.445,0.468,0.426,34.0,9.0,1.0,3.0,5.0,18.4,14.7
Bryce Adamski,Curry,CNE,INF,So.,16.0,0.308,0.438,0.385,0.369,3.0,1.0,0.0,0.0,1.0,18.6,10.6
Shawn Boostrom II,Curry,CNE,OF,So.,16.0,0.308,0.438,0.385,0.369,3.0,1.0,0.0,0.0,1.0,17.6,10.3
Devin Grove,Curry,CNE,C,Sr.,64.0,0.247,0.329,0.3,0.338,11.0,3.0,0.0,0.0,2.0,23.7,8.6
Joey Kazlauskas,Curry,CNE,UT,Jr.,107.0,0.262,0.393,0.387,0.37,16.0,5.0,0.0,2.0,6.0,24.0,12.2
Nick Krise,Curry,CNE,OF,Jr.,94.0,0.262,0.372,0.375,0.34,15.0,4.0,1.0,1.0,4.0,18.6,11.1
Brandon Mantilla-Mercado,Curry,CNE,C,Sr.,67.0,0.282,0.39,0.512,0.386,10.0,2.0,1.0,3.0,2.0,18.8,12.2
Ryan Murphy,Curry,CNE,INF,Jr.,56.0,0.287,0.376,0.328,0.348,12.0,2.0,0.0,0.0,2.0,12.2,8.4
Aaron Siegal,Curry,CNE,INF,Sr.,34.0,0.265,0.351,0.431,0.339,5.0,2.0,0.0,1.0,1.0,17.2,10.1
Reegan Thomas,Curry,CNE,UT,Sr.,37.0,0.259,0.38,0.291,0.367,7.0,1.0,0.0,0.0,2.0,18.1,9.5
Max Bond,DePauw,NCAC,INF,Jr.,165.0,0.28,0.394,0.381,0.374,30.0,6.0,1.0,2.0,5.0,17.1,12.7
Cooper Davis,DePauw,NCAC,C,Jr.,29.0,0.24,0.345,0.28,0.383,5.0,1.0,0.0,0.0,1.0,17.4,11.6
Bryson Dorsey,DePauw,NCAC,C,So.,96.0,0.289,0.385,0.398,0.365,18.0,4.0,1.0,1.0,3.0,17.1,10.0
Louis Florida,DePauw,NCAC,OF,Sr.,117.0,0.273,0.385,0.435,0.36,18.0,5.0,1.0,3.0,8.0,24.3,8.5
Charlie Hawk,DePauw,NCAC,OF,Sr.,26.0,0.217,0.308,0.261,0.337,4.0,1.0,0.0,0.0,1.0,22.0,9.1
Aidan Howard,DePauw,NCAC,OF,Sr.,98.0,0.279,0.419,0.405,0.383,15.0,5.0,1.0,1.0,6.0,15.7,13.0
Nate Hulen,DePauw,NCAC,UT,Sr.,30.0,0.19,0.298,0.229,0.314,4.0,1.0,0.0,0.0,1.0,27.8,8.8
Grady Johnson,DePauw,NCAC,INF,Jr.,176.0,0.331,0.403,0.433,0.396,41.0,8.0,1.0,2.0,6.0,11.9,7.2
Cuinn Morrow,DePauw,NCAC,UT,So.,70.0,0.267,0.371,0.367,0.352,12.0,3.0,0.0,1.0,2.0,17.2,11.5
Jack Murray,DePauw,NCAC,OF,Jr.,44.0,0.294,0.405,0.427,0.38,8.0,2.0,0.0,1.0,2.0,19.1,11.6
Nolan Osterling,DePauw,NCAC,INF,So.,26.0,0.273,0.385,0.318,0.374,5.0,1.0,0.0,0.0,1.0,17.1,10.9
Luke Thompson,DePauw,NCAC,INF,So.,34.0,0.246,0.358,0.281,0.377,6.0,1.0,0.0,0.0,1.0,20.1,11.7
Tyler Walkey,DePauw,NCAC,INF,So.,130.0,0.273,0.385,0.364,0.362,23.0,5.0,1.0,1.0,5.0,15.1,11.5
Nolan Whitehead,DePauw,NCAC,C,So.,58.0,0.28,0.379,0.4,0.386,10.0,3.0,0.0,1.0,2.0,17.0,11.0
Ben Boyer,Delaware Valley,MAC Freedom,UT,Jr.,126.0,0.28,0.389,0.393,0.38,21.0,7.0,1.0,1.0,5.0,14.7,10.9
Kody Boyer,Delaware Valley,MAC Freedom,OF,So.,35.0,0.258,0.343,0.323,0.35,6.0,2.0,0.0,0.0,1.0,17.8,10.0
Jared Ecenroad,Delaware Valley,MAC Freedom,INF,Jr.,50.0,0.283,0.397,0.402,0.405,9.0,2.0,0.0,1.0,2.0,16.2,12.0
Patrick Higgins,Delaware Valley,MAC Freedom,INF,So.,125.0,0.252,0.36,0.336,0.346,21.0,4.0,1.0,1.0,5.0,16.6,10.4
Jakob Koenig,Delaware Valley,MAC Freedom,INF,Jr.,10.0,0.222,0.3,0.222,0.366,2.0,0.0,0.0,0.0,0.0,18.5,10.8
Braedyn Kormanic,Delaware Valley,MAC Freedom,C,So.,77.0,0.288,0.39,0.394,0.376,14.0,4.0,0.0,1.0,2.0,16.4,11.8
Nate Ludwick,Delaware Valley,MAC Freedom,INF,Jr.,121.0,0.276,0.372,0.371,0.362,22.0,5.0,1.0,1.0,4.0,18.6,9.5
Liam Martin,Delaware Valley,MAC Freedom,OF,Sr.,127.0,0.279,0.33,0.355,0.324,27.0,4.0,1.0,1.0,2.0,13.7,5.6
Gavin Migliori,Delaware Valley,MAC Freedom,OF,Sr.,108.0,0.301,0.378,0.425,0.381,21.0,5.0,2.0,1.0,2.0,18.0,9.1
Daniel Murphy,Delaware Valley,MAC Freedom,INF,Sr.,81.0,0.279,0.395,0.368,0.373,15.0,3.0,0.0,1.0,3.0,18.3,11.8
Jake Seibert,Delaware Valley,MAC Freedom,INF,So.,33.0,0.241,0.333,0.276,0.356,6.0,1.0,0.0,0.0,1.0,18.8,10.3
Andrew Fazio,Denison,NCAC,C,Jr.,128.0,0.285,0.391,0.377,0.378,24.0,5.0,1.0,1.0,4.0,13.6,12.1
Max Fishbein,Denison,NCAC,UT,Sr.,105.0,0.32,0.43,0.457,0.408,19.0,7.0,1.0,1.0,4.0,15.9,12.2
