Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Nate Fletcher,Rhode Island,Atlantic 10,P,So.,18.1,90.0,5.31,111.0,7.58,18.9,11.3,2.7
Connor Johnston,Rhode Island,Atlantic 10,P,Sr.,20.7,104.0,5.24,112.0,5.49,19.7,14.2,1.91
AJ Jones,Rhode Island,Atlantic 10,P,Jr.,28.8,150.0,5.8,101.0,5.99,18.6,12.6,2.92
Ryan King,Rhode Island,Atlantic 10,P,Sr.,69.2,323.0,4.54,130.0,10.27,19.7,9.4,2.34
Josh Kopetski,Rhode Island,Atlantic 10,P,Jr.,21.1,107.0,5.68,104.0,6.78,19.4,12.6,3.19
Luc Lavigueur,Rhode Island,Atlantic 10,P,Sr.,35.8,185.0,5.45,108.0,4.15,17.2,13.0,2.19
Zach Morris,Rhode Island,Atlantic 10,P,Jr.,21.0,105.0,5.17,114.0,9.18,20.1,10.9,2.64
Braden Perry,Rhode Island,Atlantic 10,P,Jr.,45.8,218.0,5.22,113.0,6.7,19.1,12.4,2.39
Joe Sabbath,Rhode Island,Atlantic 10,P,Jr.,32.6,142.0,4.16,141.0,12.18,21.9,9.7,2.05
Manny Santos,Rhode Island,Atlantic 10,P,So.,18.0,105.0,5.66,104.0,8.45,20.3,11.9,2.78
Jeremiah Arnett,Rice,American,P,So.,34.6,158.0,5.05,116.0,6.37,17.2,10.9,2.56
Jackson Blank,Rice,American,P,Jr.,33.9,156.0,4.68,126.0,11.08,22.0,10.9,2.75
Robert Fernandez,Rice,American,P,Sr.,21.4,93.0,4.87,121.0,8.77,18.4,9.7,2.89
Marco Fuentes,Rice,American,P,Jr.,21.0,95.0,4.7,125.0,10.06,21.0,10.9,2.52
Nolan Roycroft,Rice,American,P,So.,16.0,83.0,5.32,111.0,9.06,20.0,10.9,3.02
Joey Giordano,Richmond,Atlantic 10,P,So.,16.2,75.0,4.83,122.0,8.96,19.7,10.7,2.61
Chayse Gruber,Richmond,Atlantic 10,P,Sr.,41.0,174.0,4.91,120.0,8.45,17.6,9.1,2.86
Jackson Hinchliffe,Richmond,Atlantic 10,P,Jr.,31.4,146.0,5.28,111.0,6.31,17.0,10.7,2.95
Sean Scanlon,Richmond,Atlantic 10,P,Sr.,32.9,171.0,6.0,98.0,3.59,14.4,10.9,3.07
Dylan Siesky,Richmond,Atlantic 10,P,Fr.,13.0,62.0,4.83,122.0,9.59,20.1,10.5,2.6
Glenn Smith,Richmond,Atlantic 10,P,So.,19.1,94.0,5.24,112.0,7.84,18.7,10.9,2.82
Chase Topolski,Richmond,Atlantic 10,P,Sr.,28.7,132.0,5.5,107.0,8.71,19.0,10.3,3.39
Kyle Batt,Rider,MAAC,P,So.,51.2,237.0,4.91,120.0,7.03,18.0,11.0,2.22
PJ Craig,Rider,MAAC,P,Sr.,48.5,218.0,5.43,108.0,6.63,17.3,10.7,3.21
Jake Dorety,Rider,MAAC,P,Jr.,39.1,187.0,5.36,110.0,3.4,15.7,12.3,2.47
Gavin Hawkes,Rider,MAAC,P,Sr.,24.4,104.0,4.47,132.0,7.56,17.4,9.8,1.94
Chris Montone,Rider,MAAC,P,Sr.,33.0,159.0,5.69,103.0,3.63,17.3,13.6,2.91
Clayton Poliey,Rider,MAAC,P,Sr.,56.0,261.0,5.24,112.0,6.95,18.1,11.2,2.83
Jack Ruditzky,Rider,MAAC,P,Jr.,28.0,148.0,5.6,105.0,6.04,17.6,11.5,2.47
Vincent Borghese,Rutgers,Big Ten,P,Sr.,89.2,395.0,4.0,147.0,13.76,22.1,8.3,2.31
Matthew Cruz,Rutgers,Big Ten,P,So.,19.0,87.0,4.62,127.0,9.24,20.4,11.2,2.27
Luke Fithian,Rutgers,Big Ten,P,So.,34.1,151.0,4.62,127.0,9.3,19.7,10.4,2.48
Zach Gleason,Rutgers,Big Ten,P,Jr.,28.9,139.0,5.32,111.0,7.99,19.9,12.0,3.24
Dallin Harrison,Rutgers,Big Ten,P,Jr.,37.2,176.0,5.1,115.0,8.1,18.7,10.6,2.66
Jack Kirchner,Rutgers,Big Ten,P,So.,21.1,110.0,5.11,115.0,7.86,20.1,12.3,2.34
Jason Masick,Rutgers,Big Ten,P,Sr.,24.0,117.0,4.94,119.0,7.58,20.1,12.5,2.28
Jacob Pedersen,Rutgers,Big Ten,P,Sr.,47.1,208.0,4.03,146.0,10.74,19.7,9.0,1.81
Nolan Peel,Rutgers,Big Ten,P,So.,32.1,146.0,4.65,126.0,10.75,20.6,9.9,2.63
Andrew Rondini,Rutgers,Big Ten,P,So.,25.1,109.0,4.53,130.0,9.26,19.6,10.3,2.34
Mitch Hawkins,Sacred Heart,MAAC,P,Sr.,39.2,180.0,4.96,119.0,7.65,16.8,9.1,2.66
Bryan Matuschat,Sacred Heart,MAAC,P,So.,21.2,96.0,4.9,120.0,8.07,18.3,10.2,2.67
Ryan Parker,Sacred Heart,MAAC,P,Sr.,60.2,287.0,5.05,116.0,5.44,16.3,10.8,2.39
Jonathan Peterson,Sacred Heart,MAAC,P,Sr.,19.5,115.0,6.07,97.0,3.91,17.4,13.5,2.32
PJ Rogan,Sacred Heart,MAAC,P,Jr.,32.4,163.0,5.29,111.0,6.69,17.4,10.7,2.25
Alex Barger,St. Bonaventure,Atlantic 10,P,Jr.,16.8,99.0,6.15,96.0,5.16,18.0,12.9,2.87
James Capellupo,St. Bonaventure,Atlantic 10,P,So.,33.8,165.0,5.23,112.0,7.08,17.9,10.8,2.77
Derek Duval,St. Bonaventure,Atlantic 10,P,Jr.,14.2,67.0,4.78,123.0,9.3,20.5,11.3,2.44
David James,St. Bonaventure,Atlantic 10,P,Sr.,29.6,149.0,5.56,106.0,9.01,19.9,10.8,3.59
Jaxson Ross,St. Bonaventure,Atlantic 10,P,So.,21.0,115.0,5.87,100.0,5.17,18.0,12.8,2.88
Gilbert Saunders,St. Bonaventure,Atlantic 10,P,Jr.,17.2,88.0,5.27,112.0,7.99,19.2,11.2,2.7
Conor Wolf,St. Bonaventure,Atlantic 10,P,Sr.,15.2,108.0,6.75,87.0,5.76,17.7,12.0,3.03
Ethan Bowen,Saint Joseph's,Atlantic 10,P,Sr.,15.4,77.0,5.62,105.0,5.64,17.9,12.3,2.83
Jackson Campbell,Saint Joseph's,Atlantic 10,P,Sr.,28.0,142.0,5.13,115.0,7.6,19.8,12.2,2.47
Dylan Duke,Saint Joseph's,Atlantic 10,P,Jr.,18.0,92.0,5.43,108.0,8.21,20.2,12.0,2.87
Matt Fitzgibbon,Saint Joseph's,Atlantic 10,P,So.,33.0,161.0,5.04,117.0,8.77,21.1,12.4,2.44
Sam Greer,Saint Joseph's,Atlantic 10,P,So.,28.1,146.0,5.28,111.0,7.68,18.8,11.1,2.76
Jaden Ovalles,Saint Joseph's,Atlantic 10,P,So.,11.0,71.0,6.19,95.0,6.62,19.0,12.4,2.77
Luke Parise,Saint Joseph's,Atlantic 10,P,Jr.,31.0,140.0,4.7,125.0,10.23,19.9,9.7,2.66
Micah Wells,Saint Joseph's,Atlantic 10,P,So.,24.2,134.0,5.41,109.0,8.8,20.0,11.2,2.81
Ben Cherico,Saint Louis,Atlantic 10,P,Sr.,22.5,107.0,4.42,133.0,11.51,21.7,10.2,2.15
Josh Cunningham,Saint Louis,Atlantic 10,P,Jr.,48.9,208.0,4.41,133.0,9.43,18.8,9.4,2.23
Colin Hawkins,Saint Louis,Atlantic 10,P,Sr.,29.5,144.0,5.37,109.0,5.53,17.4,11.9,2.73
Ty Holman,Saint Louis,Atlantic 10,P,So.,30.0,137.0,4.95,119.0,7.9,18.5,10.6,2.66
Donovan Chriss,Saint Mary's (CA),WCC,P,Sr.,35.0,167.0,5.04,117.0,7.43,17.5,10.0,2.65
John Damozonio,Saint Mary's (CA),WCC,P,Sr.,32.3,161.0,4.92,120.0,8.71,19.1,10.4,2.51
Talin Gardini,Saint Mary's (CA),WCC,P,So.,37.2,180.0,4.86,121.0,9.23,21.0,11.7,2.38
Sam Kretsch,Saint Mary's (CA),WCC,P,So.,36.2,176.0,4.95,119.0,8.75,19.4,10.6,2.53
Lukas Sarantos,Saint Mary's (CA),WCC,P,So.,47.1,220.0,5.36,110.0,7.96,18.5,10.5,3.24
Noah Waldeck,Saint Mary's (CA),WCC,P,Jr.,32.2,160.0,4.7,125.0,10.1,20.5,10.4,2.27
Anthony Mancini,Saint Peter's,MAAC,P,So.,14.1,77.0,5.26,112.0,8.29,20.0,11.7,2.45
Kurt Thomas,Saint Peter's,MAAC,P,Sr.,17.0,102.0,5.71,103.0,4.62,16.8,12.1,2.07
Jackson Thorne,Saint Peter's,MAAC,P,Sr.,14.1,94.0,6.27,94.0,6.41,19.9,13.5,2.51
Devin Bennett,Sam Houston,CUSA,P,Sr.,43.1,215.0,5.37,109.0,7.43,17.0,9.5,3.15
Tate Hickman,Sam Houston,CUSA,P,So.,30.0,152.0,5.2,113.0,7.9,19.7,11.8,2.61
Peyton Huff,Sam Houston,CUSA,P,Jr.,30.0,151.0,4.91,120.0,8.77,22.1,13.3,2.3
Zak Johnson,Sam Houston,CUSA,P,Sr.,20.0,107.0,5.38,109.0,10.23,20.5,10.3,3.23
Noah Kendrick,Sam Houston,CUSA,P,Jr.,53.1,249.0,5.36,110.0,6.86,16.4,9.6,3.34
Cole Marthiljohni,Sam Houston,CUSA,P,Sr.,36.2,186.0,5.0,118.0,7.37,18.0,10.6,2.46
Connor Mondey,Sam Houston,CUSA,P,So.,18.2,99.0,5.39,109.0,7.54,18.3,10.8,2.66
Ryan Peterson,Sam Houston,CUSA,P,Jr.,60.3,274.0,4.78,123.0,9.97,19.2,9.2,2.85
Felix Schlede,Sam Houston,CUSA,P,Sr.,40.0,188.0,4.93,119.0,7.69,19.8,12.1,2.45
Connor Zaruba,Sam Houston,CUSA,P,Jr.,15.0,77.0,5.03,117.0,9.92,20.0,10.1,2.77
Noah Berry,Samford,SoCon,P,Jr.,16.6,84.0,5.4,109.0,5.97,19.6,13.6,2.69
Mason Blasche,Samford,SoCon,P,So.,72.1,300.0,4.04,146.0,11.29,19.5,8.2,2.07
Drew Druckenmiller,Samford,SoCon,P,Sr.,14.4,74.0,4.99,118.0,9.99,22.8,12.8,2.49
Joseph Lee,Samford,SoCon,P,Sr.,11.2,64.0,5.32,111.0,8.9,20.7,11.8,2.67
John Malone,Samford,SoCon,P,Jr.,16.4,79.0,5.66,104.0,8.2,20.6,12.4,3.69
Trey Sanders,Samford,SoCon,P,Sr.,23.6,116.0,5.35,110.0,5.77,17.6,11.8,2.78
Austin Tommasini,Samford,SoCon,P,Sr.,10.2,57.0,5.46,108.0,8.23,20.0,11.8,2.71
John Whitney,Samford,SoCon,P,Sr.,15.0,76.0,4.97,118.0,10.19,22.0,11.8,2.41
Issac Araiza,San Diego St.,Mountain West,P,Sr.,16.2,83.0,4.73,124.0,9.2,23.0,13.8,2.02
Chris Canavan,San Diego St.,Mountain West,P,Jr.,18.6,110.0,5.71,103.0,7.91,20.2,12.3,2.42
Carson Johnson,San Diego St.,Mountain West,P,So.,12.1,59.0,4.94,119.0,8.75,19.1,10.3,2.52
Rohan Lettow,San Diego St.,Mountain West,P,Jr.,10.0,50.0,5.4,109.0,9.13,19.6,10.5,3.27
Alito McBean,San Diego St.,Mountain West,P,So.,18.2,113.0,6.08,97.0,5.98,17.8,11.9,2.89
Evan Miranda,San Diego St.,Mountain West,P,Jr.,29.8,159.0,5.57,106.0,8.55,20.4,11.8,3.07
Garvey Rumary,San Diego St.,Mountain West,P,Jr.,48.1,237.0,4.88,120.0,8.57,19.5,10.9,2.32
Aidan Russell,San Diego St.,Mountain West,P,Sr.,25.0,125.0,5.14,114.0,7.83,19.9,12.1,2.17
Connor Shaw,San Diego St.,Mountain West,P,So.,18.1,90.0,5.05,116.0,8.73,19.7,11.0,2.55
Reece Bueno,San Diego,WCC,P,Jr.,12.0,61.0,4.94,119.0,9.16,19.8,10.7,2.32
Hayden Cody,San Diego,WCC,P,Sr.,26.9,129.0,5.41,109.0,7.9,18.2,10.3,3.07
Nate Deschryver,San Diego,WCC,P,Sr.,46.2,224.0,5.23,112.0,6.68,19.9,13.3,2.4
Jagger Edwards,San Diego,WCC,P,Sr.,44.5,212.0,4.99,118.0,7.35,17.6,10.3,2.6
Aídan Gonzalez,San Diego,WCC,P,Sr.,16.3,86.0,5.88,100.0,6.84,20.1,13.2,3.16
Diego Gutierrez,San Diego,WCC,P,Sr.,55.4,258.0,5.31,111.0,8.1,18.5,10.4,3.12
Fernando Palencia,San Diego,WCC,P,So.,24.2,121.0,5.26,112.0,8.17,18.9,10.7,2.58
Logan Piper,San Diego,WCC,P,Sr.,38.1,176.0,5.05,116.0,8.97,20.0,11.1,3.06
Porter Rovin,San Diego,WCC,P,So.,48.1,219.0,4.77,123.0,10.17,19.3,9.1,2.76
Cal Amborn,San Francisco,WCC,P,Sr.,26.2,130.0,4.96,119.0,6.74,16.8,10.0,2.19
Gabriel Barrett,San Francisco,WCC,P,Sr.,48.5,216.0,4.25,138.0,10.92,19.6,8.7,2.13
AC Cabrera,San Francisco,WCC,P,So.,13.0,70.0,5.33,110.0,8.36,18.8,10.5,2.63
Hunter Holzemer,San Francisco,WCC,P,Sr.,26.6,126.0,4.86,121.0,5.32,16.4,11.1,1.69
Quentin Pohorski,San Francisco,WCC,P,Sr.,23.2,104.0,4.37,135.0,9.11,19.9,10.8,1.97
Tyler Albanese,San Jose St.,Mountain West,P,Jr.,32.9,154.0,4.58,128.0,12.2,22.6,10.4,2.65
Kyle Calzadiaz,San Jose St.,Mountain West,P,Sr.,56.2,253.0,4.84,121.0,9.44,20.9,11.4,2.66
Cade Cushing,San Jose St.,Mountain West,P,Sr.,24.2,110.0,5.05,116.0,7.85,17.8,9.9,2.85
Jesse Gutierrez,San Jose St.,Mountain West,P,Sr.,37.2,163.0,4.45,132.0,12.51,21.0,8.5,2.91
Landon Marchetti,San Jose St.,Mountain West,P,Jr.,21.2,107.0,5.22,113.0,6.86,18.9,12.0,2.51
Jake McCoy,San Jose St.,Mountain West,P,Sr.,40.4,198.0,5.65,104.0,9.88,23.0,13.1,3.33
EJ McGrew,San Jose St.,Mountain West,P,Sr.,37.0,172.0,4.47,132.0,9.53,18.5,9.0,2.34
Luka Pintar,San Jose St.,Mountain West,P,So.,23.0,122.0,5.1,115.0,7.25,18.3,11.1,2.16
Dylan Smith,San Jose St.,Mountain West,P,Sr.,31.8,157.0,5.26,112.0,9.21,19.1,9.9,3.15
Luca Staiano,San Jose St.,Mountain West,P,Sr.,38.1,183.0,5.1,115.0,7.12,16.9,9.7,2.64
David Thomas,San Jose St.,Mountain West,P,Sr.,37.6,181.0,5.21,113.0,5.83,16.8,11.0,2.67
Tyler Alleman,Santa Clara,WCC,P,So.,19.0,107.0,5.77,102.0,6.57,18.1,11.5,2.91
Max Bayles,Santa Clara,WCC,P,Jr.,55.5,244.0,4.06,145.0,16.36,26.5,10.2,2.67
Vincent Braga,Santa Clara,WCC,P,So.,12.0,58.0,4.77,123.0,8.69,18.7,10.0,2.37
Jace Gillmore,Santa Clara,WCC,P,Jr.,26.1,124.0,5.32,111.0,7.79,17.9,10.1,3.18
Andrew Habermann,Santa Clara,WCC,P,So.,26.0,124.0,4.98,118.0,7.7,18.2,10.5,2.57
Hunter Hargett,Santa Clara,WCC,P,Sr.,21.1,105.0,5.06,116.0,9.72,21.4,11.7,2.61
Cooper Lanz,Santa Clara,WCC,P,Sr.,34.8,153.0,5.18,114.0,7.3,18.3,10.9,2.82
Jack Lazark,Santa Clara,WCC,P,Jr.,11.1,58.0,5.11,115.0,8.47,19.0,10.5,2.69
RJ Meyn,Santa Clara,WCC,P,So.,26.2,127.0,4.94,119.0,10.37,20.2,9.8,2.83
Sebastian Schreiber,Santa Clara,WCC,P,Sr.,16.5,87.0,5.43,108.0,6.97,19.4,12.4,2.66
Henry Stewart,Santa Clara,WCC,P,Sr.,27.2,123.0,5.0,118.0,8.11,19.7,11.6,2.75
Connor Byrne,Seton Hall,Big East,P,Jr.,23.9,125.0,5.56,106.0,6.77,19.3,12.6,2.67
Tomas Cestero,Seton Hall,Big East,P,So.,33.2,171.0,5.17,114.0,9.97,20.1,10.1,2.8
Mason Christopher,Seton Hall,Big East,P,So.,20.1,102.0,4.8,123.0,9.94,21.0,11.1,2.51
Stephen Curry,Seton Hall,Big East,P,So.,35.1,172.0,5.13,115.0,6.51,17.9,11.4,2.41
John Downing,Seton Hall,Big East,P,Sr.,50.0,220.0,4.28,137.0,10.29,20.3,10.0,2.0
Anthony Ehly,Seton Hall,Big East,P,Sr.,26.7,123.0,5.03,117.0,7.68,18.1,10.4,2.44
Ryan Reich,Seton Hall,Big East,P,Sr.,50.0,226.0,4.48,131.0,11.39,23.3,11.9,2.4
Steven Svenson,Seton Hall,Big East,P,So.,51.0,231.0,4.71,125.0,8.75,18.2,9.4,2.36
Marcus Botelho,Siena,MAAC,P,Sr.,10.0,65.0,6.18,95.0,7.7,18.8,11.1,3.16
JT Gunzy,Siena,MAAC,P,Sr.,23.1,121.0,5.27,112.0,6.84,17.4,10.6,2.57
Lawson McIntosh,Siena,MAAC,P,So.,16.2,94.0,5.5,107.0,6.69,17.9,11.2,2.25
Matt Murtagh,Siena,MAAC,P,Sr.,36.0,186.0,5.92,99.0,6.92,17.2,10.2,3.65
Nolan Puglisi,Siena,MAAC,P,Jr.,23.0,121.0,6.35,93.0,2.83,16.8,13.9,2.99
Evan Saulys,Siena,MAAC,P,Jr.,16.2,93.0,5.61,105.0,7.02,18.5,11.4,2.48
Tyler Sausville,Siena,MAAC,P,Sr.,34.7,168.0,4.7,125.0,7.73,20.3,12.6,1.99
Ryan Taffe,Siena,MAAC,P,Jr.,13.4,75.0,6.11,96.0,5.21,18.8,13.6,2.93
Ryland Bozenhard,South Alabama,Sun Belt,P,Jr.,41.0,190.0,5.18,114.0,8.58,19.5,10.9,3.14
Sam Brady,South Alabama,Sun Belt,P,Sr.,19.1,105.0,6.09,97.0,8.42,19.8,11.4,3.17
Ty Brooks,South Alabama,Sun Belt,P,Jr.,55.1,258.0,4.55,129.0,8.17,19.1,10.9,1.93
Andrew Floyd,South Alabama,Sun Belt,P,Sr.,23.2,101.0,4.43,133.0,12.06,21.8,9.7,2.67
Daniel Gonzalez,South Alabama,Sun Belt,P,So.,40.5,183.0,4.81,122.0,8.53,19.8,11.2,2.62
Jacob Haley,South Alabama,Sun Belt,P,Jr.,10.0,48.0,5.16,114.0,8.99,20.0,11.0,2.92
Mitchell Heer,South Alabama,Sun Belt,P,Sr.,46.2,199.0,4.84,121.0,9.6,18.8,9.2,3.11
Hayden O'Dell,South Alabama,Sun Belt,P,Sr.,42.2,202.0,5.24,112.0,5.51,17.8,12.3,2.56
Jaxon Shineflew,South Alabama,Sun Belt,P,Jr.,49.0,214.0,4.37,135.0,11.42,22.5,11.1,2.39
Tyler Smith,South Alabama,Sun Belt,P,Sr.,34.2,162.0,4.9,120.0,6.83,16.5,9.7,2.31
Zach Stevens,South Alabama,Sun Belt,P,Jr.,25.5,122.0,5.45,108.0,8.43,19.4,11.0,3.11
Connor Chicoli,South Carolina,SEC,P,So.,28.0,118.0,4.63,127.0,9.68,19.0,9.3,2.73
Elijah Foster,South Carolina,SEC,P,Jr.,66.4,314.0,4.8,123.0,9.37,22.8,13.4,2.23
Josh Gregoire,South Carolina,SEC,P,Jr.,34.0,144.0,4.3,137.0,11.3,22.4,11.1,2.17
Josh Gunther,South Carolina,SEC,P,Jr.,29.9,135.0,4.4,134.0,12.54,25.3,12.8,2.38
Bradley Hodges,South Carolina,SEC,P,Jr.,29.8,138.0,4.56,129.0,11.59,23.8,12.2,2.48
Cullen Horowicz,South Carolina,SEC,P,Sr.,10.1,60.0,5.7,103.0,11.14,22.3,11.2,3.13
Hudson Lee,South Carolina,SEC,P,Jr.,14.0,75.0,5.12,115.0,9.44,21.1,11.6,2.43
Parker Marlatt,South Carolina,SEC,P,Jr.,26.3,109.0,4.57,129.0,11.78,22.5,10.7,2.93
Jake McCoy,South Carolina,SEC,P,Jr.,40.4,198.0,5.65,104.0,9.88,23.0,13.1,3.33
Amp Phillips,South Carolina,SEC,P,Jr.,84.0,340.0,4.44,132.0,12.33,22.0,9.6,2.86
Alex Philpott,South Carolina,SEC,P,Jr.,33.9,157.0,4.94,119.0,10.86,21.6,10.7,3.09
Zach Russell,South Carolina,SEC,P,So.,16.2,87.0,5.06,116.0,9.0,20.0,11.0,2.56
Brandon Stone,South Carolina,SEC,P,Jr.,62.1,285.0,5.08,116.0,9.99,18.3,8.3,3.31
Alex Valentin,South Carolina,SEC,P,Jr.,67.2,318.0,5.3,111.0,8.2,19.2,11.0,2.81
Tristan Augedahl,South Dakota St.,Summit League,P,So.,17.0,87.0,4.99,118.0,9.14,20.9,11.7,2.56
Caleb Duerr,South Dakota St.,Summit League,P,So.,58.0,277.0,4.63,127.0,8.32,18.8,10.5,2.01
Keagen Jirschele,South Dakota St.,Summit League,P,So.,14.0,72.0,5.42,108.0,7.27,18.8,11.5,2.77
Luke Jones,South Dakota St.,Summit League,P,Jr.,48.2,213.0,4.83,122.0,8.86,19.3,10.5,2.53
Ty Madison,South Dakota St.,Summit League,P,Sr.,30.0,141.0,4.98,118.0,9.63,19.6,10.0,3.03
Drew McDowell,South Dakota St.,Summit League,P,So.,15.1,96.0,6.08,97.0,6.42,18.5,12.0,2.82
Sam Schlecht,South Dakota St.,Summit League,P,Sr.,28.9,151.0,5.42,108.0,7.85,20.0,12.2,2.59
Bryce Archie,South Fla.,American,P,Sr.,32.1,149.0,4.56,129.0,8.68,19.6,10.9,2.12
Nolan Bernard,South Fla.,American,P,So.,22.0,103.0,4.74,124.0,9.72,19.8,10.1,2.36
Corey Braun,South Fla.,American,P,Sr.,62.3,267.0,4.4,134.0,11.05,20.1,9.1,2.66
Matt Goldenbaum,South Fla.,American,P,So.,13.2,66.0,5.12,115.0,8.41,18.8,10.4,2.79
James Hill,South Fla.,American,P,Sr.,23.2,111.0,5.21,113.0,8.28,19.3,11.0,3.01
Adan Longoria,South Fla.,American,P,Jr.,21.2,96.0,4.8,123.0,10.8,20.5,9.7,2.85
Austin Newton,South Fla.,American,P,Sr.,21.3,94.0,4.47,132.0,11.97,21.4,9.4,2.64
Landen Yorek,South Fla.,American,P,Sr.,34.2,160.0,5.11,115.0,8.52,19.9,11.4,2.75
Chase Ambrose,Southeastern La.,Southland,P,Jr.,28.2,134.0,4.99,118.0,7.14,17.7,10.5,2.52
Luke Barbier,Southeastern La.,Southland,P,---,21.0,98.0,4.85,121.0,8.24,20.2,12.0,2.48
Larson Fabre,Southeastern La.,Southland,P,Jr.,18.1,84.0,4.88,120.0,7.26,18.9,11.7,2.27
Nick Gisclair,Southeastern La.,Southland,P,Sr.,10.2,49.0,4.84,121.0,9.24,20.7,11.5,2.54
Kaleb Howell,Southeastern La.,Southland,P,Jr.,29.2,140.0,4.75,124.0,8.82,18.7,9.9,2.19
Luke Lirette,Southeastern La.,Southland,P,Sr.,41.0,183.0,4.83,122.0,6.31,18.3,12.0,2.3
Blake Lobell,Southeastern La.,Southland,P,Sr.,64.2,284.0,4.53,130.0,9.03,17.5,8.5,2.4
Lakin Polk,Southeastern La.,Southland,P,Sr.,36.5,158.0,4.48,131.0,11.68,21.7,10.0,2.74
Brady St. Pierre,Southeastern La.,Southland,P,So.,32.1,136.0,4.67,126.0,10.12,21.6,11.4,2.66
Truitt Webb,Southeastern La.,Southland,P,So.,23.1,90.0,4.22,139.0,11.92,21.5,9.6,2.41
Ben Cushnie,Southern California,Big Ten,P,So.,14.2,58.0,4.56,129.0,9.76,20.6,10.9,2.52
Michael Ebner,Southern California,Big Ten,P,Sr.,22.9,113.0,4.97,118.0,10.19,22.0,11.8,2.74
Mason Edwards,Southern California,Big Ten,P,Jr.,34.4,149.0,4.4,134.0,15.7,26.2,10.5,3.21
Grant Govel,Southern California,Big Ten,P,So.,48.1,220.0,4.92,120.0,10.15,20.3,10.1,3.0
Chase Herrell,Southern California,Big Ten,P,So.,32.3,150.0,4.88,120.0,8.92,19.3,10.4,2.77
Andrew Johnson,Southern California,Big Ten,P,So.,46.0,209.0,4.99,118.0,9.16,20.6,11.5,2.95
Sax Matson,Southern California,Big Ten,P,Jr.,27.1,127.0,4.85,121.0,12.1,23.0,10.9,3.03
Garren Rizzo,Southern California,Big Ten,P,Jr.,22.0,100.0,4.42,133.0,11.73,22.0,10.2,2.39
Adam Troy,Southern California,Big Ten,P,Jr.,22.6,111.0,4.97,118.0,9.72,20.6,10.9,2.51
Blaine Harpenau,Southern Ill.,MVC,P,Sr.,28.1,130.0,5.25,112.0,3.21,16.3,13.1,2.28
Jordan Huskey,Southern Ill.,MVC,P,Jr.,22.1,115.0,4.78,123.0,11.16,20.3,9.2,2.6
Meade Johnson,Southern Ill.,MVC,P,Sr.,39.0,187.0,5.09,116.0,6.08,20.2,14.1,2.27
Dylan Petrey,Southern Ill.,MVC,P,Sr.,49.0,226.0,4.56,129.0,10.02,20.4,10.4,2.3
Tyler Timmerman,Southern Ill.,MVC,P,Sr.,51.0,245.0,5.07,116.0,8.91,19.0,10.1,2.54
Gavan Wernsing,Southern Ill.,MVC,P,Sr.,39.0,182.0,5.29,111.0,9.81,19.4,9.6,3.5
Brady Coon,SIUE,OVC,P,So.,24.1,140.0,6.04,97.0,4.95,17.9,12.9,2.78
Zach Duenas,SIUE,OVC,P,Sr.,10.0,49.0,5.01,117.0,7.34,19.8,12.5,2.28
Joseph Martin,SIUE,OVC,P,Jr.,25.8,128.0,5.1,115.0,9.05,21.4,12.3,2.66
Gabriel Nutter,SIUE,OVC,P,Sr.,21.0,105.0,5.13,115.0,8.55,17.8,9.3,2.88
Andrew Ressler,SIUE,OVC,P,Jr.,17.4,90.0,5.29,111.0,8.08,18.8,10.8,2.8
Spencer Stearns,SIUE,OVC,P,Jr.,35.2,167.0,4.71,125.0,10.64,19.6,9.0,2.68
Tim Teixeira,SIUE,OVC,P,So.,69.2,334.0,4.8,123.0,9.41,19.7,10.3,2.31
"Kiki Ford, Jr.",Southern U.,SWAC,P,Jr.,16.8,89.0,5.71,103.0,4.4,18.4,14.0,2.59
Ranard Grace,Southern U.,SWAC,P,Sr.,55.5,261.0,4.53,130.0,11.94,21.1,9.2,2.57
Kenny Jackson,Southern U.,SWAC,P,So.,24.1,131.0,5.57,106.0,7.15,18.3,11.2,2.47
Genesis Prosper,Southern U.,SWAC,P,Jr.,25.5,143.0,5.42,108.0,6.39,18.0,11.6,2.43
Caiden Stewart,Southern U.,SWAC,P,So.,13.0,79.0,5.77,102.0,7.1,19.3,12.2,2.59
Stephen Tolbert,Southern U.,SWAC,P,So.,13.1,76.0,5.42,108.0,7.16,19.4,12.3,2.46
Tyler Charlton,Missouri St.,CUSA,P,Jr.,51.8,235.0,4.88,120.0,14.81,23.5,8.7,3.83
Max Knight,Missouri St.,CUSA,P,Jr.,47.2,224.0,4.51,130.0,9.69,22.4,12.7,1.93
Brock Lucas,Missouri St.,CUSA,P,Sr.,40.7,197.0,5.39,109.0,8.5,19.8,11.3,3.3
Brody McNiel,Missouri St.,CUSA,P,So.,13.2,70.0,5.0,118.0,8.96,19.3,10.3,2.48
Jason Schaaf,Missouri St.,CUSA,P,Sr.,63.7,286.0,4.96,119.0,8.13,18.3,10.2,2.8
Owen Slater,Missouri St.,CUSA,P,So.,50.0,238.0,4.89,120.0,8.75,18.7,10.0,2.46
Charlie Spoonhour,Missouri St.,CUSA,P,So.,10.1,57.0,5.44,108.0,9.67,20.0,10.4,2.83
Curry Sutherland,Missouri St.,CUSA,P,Jr.,17.0,75.0,4.52,130.0,10.75,21.5,10.8,2.43
